---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wzirtmjwdb#序52000
忽闻歌古调	huwfgegudcwy#序52000
归思欲沾襟	gvsiyuvjjnlp#序52000
闻道黄龙戌	wfdkhdlsxumw#序52000
闻道黄龙戌	wfdkhdlsxuma#序52000
频年不解兵	pnnmbujxbyvq#序52000
可怜闺里月	kelmgvliytdk#序52000
长在汉家营	vhzlhjjwyypc#序52000
少妇今春意	ukfujnipyixl#序52000
良人昨夜情	ldrfzoyeqydx#序52000
谁能将旗鼓	uvngjdqiguyu#序52000
一为取龙城	yiwzqulsigat#序52000
阳月南飞雁	yhytnjfzyjei#序52000
传闻至此回	irwfvicihvrk#序52000
我行殊未已	woxyuuwzyipv#序52000
何日复归来	herifugvllra#序52000
江静潮初落	jdjyikiulodc#序52000
林昏瘴不开	lnhpvhbuklma#序52000
明朝望乡处	myikwhxdiuow#序52000
应见陇头梅	yyjmlstbmzgm#序52000
次北固山下	cibzguujxwda#序52000
客路青山下	keluqyujxwba#序52000
行舟绿水前	xyvblvuvqmib#序52000
海日生残夜	hlriugcjyedw#序52000
江春入旧年	jdiprujqnmdp#序52000
乡书何处达	xduuheiudavz#序52000
归雁洛阳边	gvyjloyhbmlz#序52000
万籁此俱寂	wjllcijujiab#序52000
联步趋丹陛	lmbuqudjbiee#序52000
分曹限紫微	ffckxmziwzbi#序52000
晓随天仗入	xcsvtmvhruop#序52000
暮惹御香归	mureyuxdgvcl#序52000
白发悲花落	blfabzhwlopc#序52000
青云羡鸟飞	qyypxmncfzfv#序52000
圣朝无阙事	ugikwuqtuiya#序52000
自觉谏书稀	zijtjmuuxiph#序52000
吾爱孟夫子	wuaimgfuziwv#序52000
风流天下闻	fglqtmxwwfjm#序52000
红颜弃轩冕	hsyjqixrmmso#序52000
红颜弃轩冕	hsyjqixrmmsk#序52000
白首卧松云	blubwossyppe#序52000
醉月频中圣	zvytpnvsugyy#序52000
迷花不事君	mihwbuuijpzy#序52000
高山安可仰	gkujankeyhwr#序52000
徒此揖清芬	tuciyiqyffic#序52000
渡荆门送别	dujymfssbxdk#序52000
来从楚国游	llcsiugoybad#序52000
月下飞天镜	ytxwfztmjykj#序52000
青山横北郭	qyujhgbzgofw#序52000
白水绕东城	bluvrkdsigpt#序52000
此地一为别	cidiyiwzbxvk#序52000
孤蓬万里征	gupgwjlivgzi#序52000
浮云游子意	fuypybziyidl#序52000
落日故人情	lorigurfqycx#序52000
挥手自兹去	hvubziziquft#序52000
萧萧班马鸣	xcxcbjmamyck#序52000
蜀僧抱绿绮	uusgbklvqiss#序52000
西下峨嵋峰	xixweemzfgae#序52000
为我一挥手	wzwoyihvubdp#序52000
如听万壑松	rutywjhessnm#序52000
客心洗流水	kexnxilquvbl#序52000
余响入霜钟	yuxdruudvsrj#序52000
不觉碧山暮	bujtbiujmuac#序52000
秋云暗几重	qqypanjivshp#序52000
牛渚西江夜	nqvuxijdyepw#序52000
青天无片云	qytmwupmypfe#序52000
登舟望秋月	dgvbwhqqytvk#序52000
空忆谢将军	ksyixxjdjpbb#序52000
余亦能高咏	yuyinggkysrk#序52000
斯人不可闻	sirfbukewfqm#序52000
明朝挂帆去	myikgwfjquot#序52000
枫叶落纷纷	fgyeloffffms#序52000
国破山河在	gopoujhezlku#序52000
城春草木深	igipckmuuftd#序52000
恨别鸟惊心	hfbxncjyxnxd#序52000
烽火连三月	fgholmsjythk#序52000
白头搔更短	bltbskggdrpu#序52000
浑欲不胜簪	hpyubuugzjdv#序52000
今夜鄜州月	jnyefuvbytrk#序52000
闺中只独看	gvvsvidukjmu#序52000
遥怜小儿女	yklmxcernvzv#序52000
未解忆长安	wzjxyiihanab#序52000
香雾云鬟湿	xdwuyphruihd#序52000
清辉玉臂寒	qyhvyubihjdb#序52000
何时倚虚幌	heuiyixuhdrj#序52000
双照泪痕干	udvklzhfgjya#序52000
花隐掖垣暮	hwynyeyrmucc#序52000
啾啾栖鸟过	jqjqqincgokz#序52000
星临万户动	xylnwjhudsoe#序52000
月傍九霄多	ytbhjqxcdokx#序52000
不寝听金钥	buqntyjnykaj#序52000
因风想玉珂	ynfgxdyukekw#序52000
明朝有封事	myikybfguioa#序52000
数问夜如何	uuwfyeruhemr#序52000
此道昔归顺	cidkxigvupvi#序52000
西郊胡正繁	xijchuvgfjap#序52000
至今残破胆	vijncjpodjao#序52000
应有未招魂	yyybwzvkhpge#序52000
近得归京邑	jndegvjyyizk#序52000
移官岂至尊	yigrqivizphb#序52000
无才日衰老	wuclriuylkal#序52000
驻马望千门	vumawhqmmfmd#序52000
月夜忆舍弟	ytyeyiuedikb#序52000
戌鼓断人行	xugudrrfxywi#序52000
戌鼓断人行	xugudrrfxyai#序52000
秋边一雁声	qqbmyiyjughu#序52000
露从今夜白	lucsjnyeblyp#序52000
月是故乡明	ytuiguxdmyko#序52000
寄书长不达	jiuuvhbudabz#序52000
况乃未休兵	kdnlwzxqbydq#序52000
天末怀李白	tmmohyliblap#序52000
凉风起天末	ldfgqitmmoda#序52000
君子意如何	jpziyiruheyr#序52000
鸿雁几时到	hsyjjiuidkda#序52000
江湖秋水多	jdhuqquvdodx#序52000
文章憎命达	wfvhzgmydawz#序52000
魑魅喜人过	iimzxirfgogz#序52000
应共冤魂语	yygsyrhpyugy#序52000
投诗赠汨罗	tbuizgmilofs#序52000
远送从此别	yrsscscibxzk#序52000
青山空复情	qyujksfuqyfx#序52000
几时杯重把	jiuibzvsbapf#序52000
昨夜月同行	zoyeyttshhoi#序52000
列郡讴歌惜	lxjpougexidx#序52000
三朝出入荣	sjikiurursac#序52000
江村独归处	jdcpdugviudw#序52000
寂寞养残生	jimoyhcjugbp#序52000
别房太尉墓	bxfhtlwzmukc#序52000
他乡复行役	taxdfuxyyiri#序52000
驻马别孤坟	vumabxguffmt#序52000
近泪无干土	jnlzwugjtuzu#序52000
低空有断云	diksybdrypre#序52000
对棋陪谢傅	dvqipzxxfuyr#序52000
把剑觅徐君	bajmmixujpfy#序52000
唯见林花落	wzjmlnhwlokc#序52000
莺啼送客闻	yytisskewfcm#序52000
细草微风岸	xickwzfganse#序52000
危樯独夜舟	wzqdduyevbdp#序52000
星垂平野阔	xyivpyyekoom#序52000
月涌大江流	ytysdajdlqkd#序52000
名岂文章著	myqiwfvhvuxc#序52000
官应老病休	gryylkbyxqbr#序52000
飘飘何所似	pcpchesouixr#序52000
天地一沙鸥	tmdiyiuaouak#序52000
昔闻洞庭水	xiwfdstyuvcl#序52000
今上岳阳楼	jnuhytyhlbrm#序52000
吴楚东南坼	wuiudsnjiekt#序52000
乾坤日夜浮	qmkpriyefuud#序52000
亲朋无一字	qnpgwuyizilb#序52000
老病有孤舟	lkbyybguvblp#序52000
戎马关山北	rsmagrujbzgl#序52000
凭轩涕泗流	pyxrtisilqrd#序52000
寒山转苍翠	hjujvrchcvbx#序52000
秋水日潺湲	qquvriijyrhd#序52000
倚杖柴门外	yivhilmfwlrx#序52000
临风听暮蝉	lnfgtymuijli#序52000
渡头余落日	dutbyuloridk#序52000
墟里上孤烟	xuliuhguyjth#序52000
复值接舆醉	fuvijxyuzvpy#序52000
狂歌五柳前	kdgewulqqmqb#序52000
空山新雨后	ksujxnyuhbbp#序52000
天气晚来秋	tmqiwjllqqah#序52000
明月松间照	myytssjmvkoo#序52000
清泉石上流	qyqruiuhlqdd#序52000
竹喧归浣女	vuxrgvhrnvpv#序52000
莲动下渔舟	lmdsxwyuvbcp#序52000
随意春芳歇	svyiipfhxxeo#序52000
王孙自可留	whspzikelqap#序52000
清川带长薄	qyirdlvhbkdc#序52000
车马去闲闲	iemaquxmxmam#序52000
流水如有意	lquvruybyidl#序52000
暮禽相与还	muqnxdyuhlcz#序52000
荒城临古渡	hdiglnguducd#序52000
落日满秋山	lorimjqqujcl#序52000
迢递嵩高下	tcdissgkxwza#序52000
归来且闭关	gvllqxbigrlb#序52000
太乙近天都	tlyijntmdbdl#序52000
连山到海隅	lmujdkhlyuze#序52000
白云回望合	blyphvwhhepr#序52000
青霭入看无	qyairukjwufa#序52000
分野中峰变	ffyevsfgbmbw#序52000
阴晴众壑殊	ynqyvsheuued#序52000
欲投人处宿	yutbrfiusubb#序52000
隔水问樵夫	geuvwfqcfuea#序52000
晚年惟好静	wjnmwzhkjyof#序52000
万事不关心	wjuibugrxnad#序52000
自顾无长策	ziguwuihcepv#序52000
空知返旧林	ksvifjjqlnbm#序52000
松风吹解带	ssfgivjxdlmf#序52000
山月照弹琴	ujytvktjqnlw#序52000
君问穷通理	jpwfqstsliyw#序52000
渔歌入浦深	yugerupuufdd#序52000
不知香积寺	buvixdjisiat#序52000
数里入云峰	uuliruypfgme#序52000
古木无人径	gumuwurfjyui#序52000
深山何处钟	ufujheiuvsdj#序52000
泉声咽危石	qrugyjwzuiba#序52000
日色冷青松	riselgqysskm#序52000
薄暮空潭曲	bomukstjqucl#序52000
安禅制毒龙	anijvidulsbu#序52000
万壑树参天	wjheuucjtmaa#序52000
千山响杜鹃	qmujxddujrpk#序52000
山中一夜雨	ujvsyiyeyula#序52000
树杪百重泉	uumcblvsqrmb#序52000
汉女输橦布	hjnvuutsbudu#序52000
巴人讼芋田	barfssyutmsk#序52000
巴人讼芋田	barfssyutmvk#序52000
文翁翻教授	wfwgfjjcubwf#序52000
不敢倚先贤	bugjyixmxmal#序52000
楚塞三湘接	iuslsjxdjxmf#序52000
荆门九派通	jymfjqpltscz#序52000
江流天地外	jdlqtmdiwldx#序52000
山色有无中	ujseybwuvsll#序52000
郡邑浮前浦	jpyifuqmpuyd#序52000
波澜动远空	boljdsyrksdb#序52000
襄阳好风日	xdyhhkfgriwk#序52000
留醉与山翁	lqzvyuujwgpb#序52000
中岁颇好道	vssvpohkdklz#序52000
晚家南山陲	wjjwnjujivoe#序52000
兴来每独往	xyllmzduwhxi#序52000
胜事空自知	uguiksziviou#序52000
行到水穷处	xydkuvqsiuiw#序52000
偶然值林叟	ourjvilnsbrp#序52000
谈笑无还期	tjxcwuhlqiyq#序52000
八月湖水平	baythuuvpypa#序52000
涵虚混太清	hjxuhptlqydd#序52000
气蒸云梦泽	qivgypmgzepd#序52000
波撼岳阳城	bohjytyhigdt#序52000
欲济无舟楫	yujiwuvbjibm#序52000
端居耻圣明	drjuiiugmylo#序52000
坐观垂钓者	zogrivdcverl#序52000
徒有羡鱼情	tuybxmyuqyix#序52000
人事有代谢	rfuiybdlxxpy#序52000
往来成古今	whlliggujnir#序52000
江山留胜迹	jdujlqugjidz#序52000
我辈复登临	wobzfudglnpl#序52000
水落鱼梁浅	uvloyuldqmld#序52000
天寒梦泽深	tmhjmgzeufad#序52000
羊公碑尚在	yhgsbzuhzlbu#序52000
读罢泪沾巾	dubalzvjjnyl#序52000
林卧愁春尽	lnwoibipjnmi#序52000
搴帷见物华	qmwzjmwuhwbr#序52000
忽逢青鸟使	hufgqyncuiwr#序52000
邀入赤松家	ykruiissjwzb#序52000
金灶初开火	jnzkiuklhord#序52000
仙桃正发花	xmtkvgfahwrc#序52000
童颜若可驻	tsyjrokevulm#序52000
何惜醉流霞	hexizvlqxwry#序52000
岁暮归南山	svmugvnjujel#序52000
北阙休上书	bzqtxquhuulv#序52000
南山归敝庐	njujgvbiluug#序52000
不才明主弃	buclmyvuqiaw#序52000
多病故人疏	dobygurfuuxv#序52000
白发催年老	blfacvnmlkpl#序52000
青阳逼岁除	qyyhbisviufe#序52000
永怀愁不寐	yshyibbumzdb#序52000
松月夜窗虚	ssytyeidxumh#序52000
故人具鸡黍	gurfjujiuuuh#序52000
邀我至田家	ykwovitmjwzb#序52000
绿树村边合	lvuucpbmhesr#序52000
青山郭外斜	qyujgowlxxfr#序52000
开轩面场圃	klxrmmihpuak#序52000
把酒话桑麻	bajqhwshmafg#序52000
待到重阳日	dldkisyhriik#序52000
还来就菊花	hllljqjuhwzc#序52000
一丘常欲卧	yiqqihyuwoai#序52000
三径苦无资	sjjykuwuziad#序52000
北土非吾愿	bztufzwuyrli#序52000
东林怀我师	dslnhywouial#序52000
黄金燃桂尽	hdjnrjgvjnci#序52000
壮志逐年衰	vdvivunmuydw#序52000
日夕凉风至	rixildfgvika#序52000
闻蝉但益悲	wfijdjyibzmf#序52000
山暝听猿愁	ujmytyyriblh#序52000
沧江急夜流	chjdjiyelqdd#序52000
风鸣两岸叶	fgmyldanyejk#序52000
月照一孤舟	ytvkyiguvbkp#序52000
建德非吾土	jmdefzwutuzu#序52000
维扬忆旧游	wzyhyijqybsd#序52000
还将两行泪	hljdldxylzzd#序52000
遥寄海西头	ykjihlxitbzd#序52000
寂寂竟何待	jijijyhedlbi#序52000
朝朝空自归	ikikkszigvul#序52000
欲寻芳草去	yuxpfhckqubt#序52000
惜与故人违	xiyugurfwzxz#序52000
当路谁相假	dhluuvxdjwxr#序52000
知音世所稀	viynuisoxiuh#序52000
只应守寂寞	viyyubjimokb#序52000
还掩故园扉	hlyjguyrfzzh#序52000
木落雁南渡	muloyjnjduud#序52000
木落雁南渡	muloyjnjduad#序52000
北风江上寒	bzfgjduhhjlb#序52000
我家襄水曲	wojwxduvqupl#序52000
遥隔楚云端	ykgeiuypdrzl#序52000
乡泪客中尽	xdlzkevsjnvi#序52000
孤帆天际看	gufjtmjikjzu#序52000
迷津欲有问	mijnyuybwfzm#序52000
平海夕漫漫	pyhlximjmjad#序52000
古台摇落后	gutlyklohbup#序52000
秋入望乡心	qqruwhxdxnhd#序52000
野寺来人少	yesillrfuklx#序52000
云峰隔水深	ypfggeuvufed#序52000
夕阳依旧垒	xiyhyijqlzps#序52000
寒磬满空林	hjqymjkslnbm#序52000
惆怅南朝事	ibihnjikuixa#序52000
长江独自今	ihjdduzijnpr#序52000
流落征南将	lqlovgnjjddd#序52000
曾驱十万师	cgquuiwjuibl#序52000
罢官无旧业	bagrwujqyesl#序52000
老去恋明时	lkqulmmyuilo#序52000
独立三边静	dulisjbmjyqf#序52000
轻生一剑知	qyugyijmviiu#序52000
茫茫江汉上	mhmhjdhjuhcl#序52000
日暮欲何之	rimuyuhevikd#序52000
望君烟水阔	whjpyjuvkowm#序52000
浑手泪沾巾	hpublzvjjndl#序52000
飞鸟没何处	fzncmzheiuvw#序52000
青山空向人	qyujksxdrffp#序52000
长江一帆远	ihjdyifjyrpz#序52000
落日五湖春	loriwuhuipcf#序52000
谁见汀洲上	uvjmtyvbuhyl#序52000
相思愁白苹	xdsiibblpymc#序52000
一路经行处	yilujyxyiuaw#序52000
莓苔见屐痕	mztljmjihfcb#序52000
白云依静渚	blypyijyvupd#序52000
芳草闭闲门	fhckbixmmfcd#序52000
过雨看松色	goyukjsssezd#序52000
随山到水源	svujdkuvyred#序52000
溪花与禅意	xihwyuijyidl#序52000
相对亦忘言	xddvyiwhyjmw#序52000
乡心新岁切	xdxnxnsvqxvq#序52000
天畔独潸然	tmpjduujrjap#序52000
老至居人下	lkvijurfxwla#序52000
春归在客先	ipgvzlkexmfn#序52000
岭猿同旦暮	lyyrtsdjmuec#序52000
江柳共风烟	jdlqgsfgyjdh#序52000
已似长沙傅	yiuiihuafuvr#序52000
从今又几年	csjnybjinmrp#序52000
送僧归日本	sssggvribfza#序52000
上国随缘住	uhgosvyrvulr#序52000
来途若梦行	llturomgxyai#序52000
浮天沧海远	futmchhlyrdz#序52000
去世法舟轻	quuifavbqyti#序52000
水月通禅寂	uvyttsijjilb#序52000
鱼龙听梵声	yulstyfjugdu#序52000
惟怜一灯影	wzlmyidgyyxo#序52000
万里眼中明	wjliyjvsmyao#序52000
泉壑带茅茨	qrhedlmkcibc#序52000
云霞生薜帷	ypxwugbiwzej#序52000
竹怜新雨后	vulmxnyuhbpp#序52000
山爱夕阳时	ujaixiyhuilo#序52000
闲鹭栖常早	xmluqiihzkmo#序52000
秋花落更迟	qqhwloggiihz#序52000
家僮扫罗径	jwtssklojybi#序52000
昨与故人期	zoyugurfqioq#序52000
江汉曾为客	jdhjcgwzkedb#序52000
相逢每醉还	xdfgmzzvhlmz#序52000
浮云一别后	fuypyibxhbdp#序52000
流水十年间	lquvuinmjmdm#序52000
欢笑情如旧	hrxcqyrujqyl#序52000
萧疏鬓已斑	xcuubnyibjcw#序52000
何因北归去	heynbzgvqurt#序52000
淮上对秋山	hyuhdvqqujdl#序52000
楚江微雨里	iujdwzyuliml#序52000
建业暮钟时	jmyemuvsuizo#序52000
漠漠帆来重	momofjllvsdp#序52000
冥冥鸟去迟	mymyncquiibz#序52000
海门深不见	hlmfufbujmdk#序52000
浦树远含滋	puuuyrhjzidd#序52000
相送情无限	xdssqywuxmme#序52000
沾襟比散丝	vjjnbisjsidv#序52000
长簟迎风早	vhdmyyfgzkpo#序52000
空城澹月华	ksigdjythwbr#序52000
星河秋一雁	xyheqqyiyjoi#序52000
砧杵夜千家	vfiuyeqmjwub#序52000
节候看应晚	jxhbkjyywjco#序52000
心期卧已赊	xnqiwoyiuedk#序52000
向来吟秀句	xdllynxqjupb#序52000
不觉已鸣鸦	bujtyimyyaay#序52000
道由白云尽	dkybblypjnzi#序52000
春与清溪长	ipyuqyxivhfp#序52000
时有落花至	uiyblohwvioa#序52000
远随流水香	yrsvlquvxdzh#序52000
闲门向山路	xmmfxdujlumz#序52000
深柳读书堂	uflqduuuthdx#序52000
幽映每白日	ybyymzblriek#序52000
清辉照衣裳	qyhvvkyiuhdx#序52000
天秋月又满	tmqqytybmjad#序52000
城阙夜千重	igqtyeqmvstp#序52000
还作江南会	hlzojdnjhvzr#序52000
翻疑梦里逢	fjyimglifgpz#序52000
风枝惊暗鹊	fgvijyanqtjc#序52000
露草覆寒虫	luckfuhjisyv#序52000
羁旅长堪醉	jilvvhkjzvsy#序52000
相留畏晓钟	xdlqwzxcvsmj#序52000
故关衰草遍	gugruyckbmuz#序52000
离别正堪悲	libxvgkjbzwf#序52000
路出寒云外	luiuhjypwlzx#序52000
人归暮雪时	rfgvmuxtuipo#序52000
少孤为客早	ukguwzkezkxo#序52000
多难识君迟	donjuijpiixz#序52000
掩泣空相向	yjqiksxdxdfp#序52000
风尘何所期	fgifhesoqijq#序52000
十年离乱后	uinmlilrhbap#序52000
长大一相逢	vhdayixdfgpz#序52000
问姓惊初见	wfxyjyiujmmk#序52000
称名忆旧容	igmyyijqrshb#序52000
别来沧海事	bxllchhluika#序52000
语罢暮天钟	yubamutmvsyj#序52000
明日巴陵道	myribalydkoz#序52000
秋山又几重	qqujybjivshp#序52000
故人江海别	gurfjdhlbxuk#序52000
几度隔山川	jidugeujirpp#序52000
乍见翻疑梦	vajmfjyimgpm#序52000
相悲各问年	xdbzgewfnmmp#序52000
孤灯寒照雨	gudghjvkyuza#序52000
深竹暗浮烟	ufvuanfuyjdh#序52000
更有明朝恨	ggybmyikhfax#序52000
离杯惜共传	libzxigsirwr#序52000
静夜四无邻	jyyesiwulnfr#序52000
荒居旧业贫	hdjujqyepncb#序52000
雨中黄叶树	yuvshdyeuuam#序52000
灯下白头人	dgxwbltbrfhp#序52000
以我独沉久	yiwoduifjqvp#序52000
愧君相见频	kvjpxdjmpnxv#序52000
平生自有分	pyugziybffab#序52000
况是霍家亲	kduihojwqndl#序52000
世乱同南去	uilrtsnjquat#序52000
时清独北还	uiqydubzhloz#序52000
他乡生白发	taxdugblfarv#序52000
旧国见青山	jqgojmqyujll#序52000
晓月过残垒	xcytgocjlzos#序52000
繁星宿故关	fjxysugugrpb#序52000
寒禽与衰草	hjqnyuuyckbc#序52000
处处伴愁颜	iuiubjibyjwi#序52000
天地英雄气	tmdiyyxsqiap#序52000
千秋尚凛然	qmqquhlnrjpp#序52000
势分三足鼎	uiffsjzudyfo#序52000
业复五铢钱	yefuwuvuqmlj#序52000
得相能开国	dexdngklgoik#序52000
生儿不象贤	ugerbuxdxmpl#序52000
凄凉蜀故妓	qilduugujidn#序52000
来舞魏宫前	llwuwzgsqmab#序52000
前年戌月支	qmnmxuytvibu#序52000
城下没全师	igxwmzqruitl#序52000
蕃汉断消息	fjhjdrxcxicz#序52000
死生长别离	siugvhbxlidw#序52000
无人收废帐	wurfubfzvhaj#序52000
归马识残旗	gvmauicjqilf#序52000
欲祭疑君在	yujiyijpzlbu#序52000
天涯哭此时	tmyakuciuiao#序52000
离离原上草	liliyruhckwc#序52000
一岁一枯荣	yisvyikursac#序52000
旅馆无良伴	lvgrwuldbjfr#序52000
凝情自悄然	nyqyziqcrjdp#序52000
寒灯思旧事	hjdgsijquiba#序52000
断雁警愁眠	dryjjyibmmmo#序52000
远梦归侵晓	yrmggvqnxczo#序52000
家书到隔年	jwuudkgenmbp#序52000
沧江好烟月	chjdhkyjytdk#序52000
门系钓鱼船	mfxidcyuirdv#序52000
红叶晚萧萧	hsyewjxcxcsc#序52000
长亭酒一瓢	ihtyjqyipcpx#序52000
残云归太华	cjypgvtlhwdr#序52000
疏雨过中条	uuyugovstcvw#序52000
树色随关迥	uusesvgrjsmz#序52000
河声入海遥	heugruhlykdz#序52000
帝乡明日到	dixdmyridkwa#序52000
犹自梦渔樵	ybzimgyuqcqm#序52000
遥夜泛清瑟	ykyefjqysezw#序52000
西风生翠萝	xifgugcvloac#序52000
残萤栖玉露	cjyyqiyuludy#序52000
早雁拂金河	zkyjfujnheod#序52000
高树晓还密	gkuuxchlmiwb#序52000
远山晴更多	yrujqyggdozx#序52000
淮南一叶下	hynjyiyexwda#序52000
自觉洞庭波	zijtdstybopd#序52000
本以高难饱	bfyigknjbkau#序52000
徒劳恨费声	tulkhffzugiu#序52000
五更疏欲断	wugguuyudram#序52000
一树碧无情	yiuubiwuqyax#序52000
薄宦梗犹泛	bkhrggybfjcd#序52000
故园芜已平	guyrwuyipyua#序52000
烦君最相警	fjjpzvxdjyhc#序52000
我亦举家清	woyijujwqypd#序52000
凄凉宝剑篇	qildbkjmpmdv#序52000
羁泊欲穷年	jipoyuqsnmsp#序52000
黄叶仍风雨	hdyergfgyuca#序52000
青楼自管弦	qylbzigrxmfg#序52000
新知遭薄俗	xnvizkbksulr#序52000
旧好隔良缘	jqhkgeldyrls#序52000
心断新丰酒	xndrxnfgjqdd#序52000
销愁又几千	xcibybjiqmjp#序52000
高阁客竟去	gkgekejyquwt#序52000
小园花乱飞	xcyrhwlrfzlv#序52000
参差连曲陌	cfcilmqumose#序52000
迢递送斜晖	tcdissxxhvzo#序52000
肠断未忍扫	ihdrwzrfskof#序52000
眼穿仍欲归	yjirrgyugvol#序52000
芳心向春尽	fhxnxdipjnci#序52000
所得是沾衣	sodeuivjyipw#序52000
客去波平槛	kequbopykjbm#序52000
蝉休露满枝	ijxqlumjviim#序52000
永怀当此节	yshydhcijxdc#序52000
倚立自移时	yiliziyiuiro#序52000
北斗兼春远	bzdbjmipyrlz#序52000
南陵寓使迟	njlyyuuiiiuz#序52000
天涯占梦数	tmyavjmguuam#序52000
疑误有新知	yiwuybxnvibu#序52000
残阳西入崦	cjyhxiruyjde#序52000
茅屋访孤僧	mkwufhgusgcr#序52000
落叶人何在	loyerfhezlcu#序52000
寒云路几层	hjyplujicgbu#序52000
独敲初夜磬	duqciuyeqyqu#序52000
闲倚一枝藤	xmyiyivitgmc#序52000
世界微尘里	uijxwziflial#序52000
吾宁爱与憎	wunyaiyuzgwx#序52000
荒戌落黄叶	hdxulohdyeck#序52000
浩然离故关	hkrjligugrdb#序52000
高风汉阳渡	gkfghjyhduwd#序52000
初日郢门山	iuriyymfujpl#序52000
江上几人在	jduhjirfzldu#序52000
天涯孤棹还	tmyaguvkhlaz#序52000
何当重相见	hedhvsxdjmrk#序52000
樽酒慰离颜	zpjqwzliyjmi#序52000
灞原风雨定	bayrfgyudydb#序52000
晚见雁行频	wjjmyjhhpnov#序52000
落叶他乡树	loyetaxduucm#序52000
寒灯独夜人	hjdgduyerfbp#序52000
空园白露滴	ksyrblludibd#序52000
孤壁野僧邻	gubiyesglnzr#序52000
寄卧郊扉久	jiwojcfzjqbp#序52000
何年致此身	henmviciufrp#序52000
露气寒光集	luqihjgdjiyr#序52000
微阳下楚丘	wzyhxwiuqqip#序52000
猿啼洞庭树	yrtidstyuuqm#序52000
人在木兰舟	rfzlmuljvbpp#序52000
广泽生明月	gdzeugmyytdk#序52000
广泽生明月	gdzeugmyytwk#序52000
苍山夹乱流	chujjwlrlqcd#序52000
云中君不见	ypvsjpbujmek#序52000
竟夕自悲秋	jyxizibzqqlh#序52000
调角断清秋	dcjcdrqyqqyh#序52000
征人倚戌楼	vgrfyixulbim#序52000
春风对青冢	ipfgdvqyvsfb#序52000
白日落梁州	blriloldvbpd#序52000
大漠无兵阻	damowubyzuue#序52000
穷边有客游	qsbmybkeybbd#序52000
蕃情似此水	fjqyuiciuvcl#序52000
长愿向南流	vhyrxdnjlqpd#序52000
迢递三巴路	tcdisjbaluzz#序52000
羁危万里身	jiwzwjliufsp#序52000
乱山残雪夜	lrujcjxtyeqw#序52000
孤烛异乡人	guvuyixdrfzp#序52000
渐与骨肉远	jmyugurbyrdz#序52000
转于僮仆亲	vryutspuqnil#序52000
那堪正漂泊	nakjvgpcbovd#序52000
明日岁华新	myrisvhwxnol#序52000
几行归塞尽	jixygvsljnpi#序52000
念尔独何之	nmerduhevird#序52000
暮雨相呼失	muyuxdhuuicp#序52000
寒塘欲下迟	hjthyuxwiibz#序52000
渚云低暗度	vuypdiandudg#序52000
关月冷相随	grytlgxdsvbe#序52000
未必逢矰缴	wzbifgzgjcas#序52000
孤飞自可疑	gufzzikeyizb#序52000
早被婵娟误	zkbzijjrwuoy#序52000
欲归临镜慵	yugvlnjyysbx#序52000
承恩不在貌	igenbuzlmkvv#序52000
教妾若为容	jcqxrowzrslb#序52000
风暖鸟声碎	fgnrncugsvju#序52000
日高花影重	rigkhwyyvskp#序52000
年年越溪女	nmnmytxinvpv#序52000
相忆采芙蓉	xdyiclfursmc#序52000
清瑟怨遥夜	qyseyrykyedw#序52000
绕弦风雨哀	rkxmfgyuaisw#序52000
孤灯闻楚角	gudgwfiujczd#序52000
残月下章台	cjytxwvhtlds#序52000
芳草已云暮	fhckyiypmucc#序52000
故人殊未来	gurfuuwzllua#序52000
乡书不可寄	xduubukejivb#序52000
秋雁又南回	qqyjybnjhvhk#序52000
移家虽带郭	yijwsvdlgohw#序52000
野径入桑麻	yejyrushmalg#序52000
近种篱边菊	jnvslibmjuzc#序52000
秋来未著花	qqllwzvuhwhc#序52000
扣门无犬吠	kbmfwuqrfzfk#序52000
欲去问西家	yuquwfxijwbb#序52000
报道山中去	bkdkujvsquft#序52000
归来每日斜	gvllmzrixxlr#序52000
送魏万之京	sswzwjvijyzw#序52000
寄李儋元锡	jilidjyrxibj#序52000
同题仙游观	tstixmybgrky#序52000
空山不见人	ksujbujmrfbp#序52000
返影入深林	fjyyruuflnzm#序52000
复照青苔上	fuvkqytluhpl#序52000
深林人不知	uflnrfbuvidu#序52000
山中相送罢	ujvsxdssbals#序52000
日暮掩柴扉	rimuyjilfzkh#序52000
春草年年绿	ipcknmnmlvfs#序52000
王孙归不归	whspgvbugval#序52000
红豆生南国	hsdbugnjgosk#序52000
寒梅著花未	hjmzvuhwwzba#序52000
归山深浅去	gvujufqmqult#序52000
须尽丘壑美	xujnqqhemzpy#序52000
莫学武陵人	moxtwulyrfcp#序52000
暂游桃源里	zjybtkyrliil#序52000
终南望余雪	vsnjwhyuxtsy#序52000
终南阴岭秀	vsnjynlyxqsh#序52000
积雪浮云端	jixtfuypdrhl#序52000
林表明霁色	lnbcmyjisemd#序52000
城中增暮寒	igvszgmuhjtb#序52000
江清月近人	jdqyytjnrfdp#序52000
春眠不觉晓	ipmmbujtxcfo#序52000
美人卷珠帘	mzrfjrvulmyb#序52000
深坐蹙蛾眉	ufzocueemzdv#序52000
但见泪痕湿	djjmlzhfuird#序52000
不知心恨谁	buvixnhfuvay#序52000
