---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wzirtmjwdb#序52000
已似长沙傅	yiuiihuafuvr#序52000
从今又几年	csjnybjinmrp#序52000
从今又几年	csjnybjinmrr#序52000
送僧归日本	sssggvribfza#序52000
送僧归日本	sssggvribfzh#序52000
送僧归日本	sssggvribfzm#序52000
上国随缘住	uhgosvyrvuar#序52000
上国随缘住	uhgosvyrvubr#序52000
上国随缘住	uhgosvyrvuur#序52000
来途若梦行	llturomgxyar#序52000
来途若梦行	llturomgxyax#序52000
来途若梦行	llturomgxyhr#序52000
来途若梦行	llturomgxyhx#序52000
来途若梦行	llturomgxywr#序52000
来途若梦行	llturomgxywx#序52000
浮天沧海远	futmchhlyrdz#序52000
去世法舟轻	quuifavbqyti#序52000
水月通禅寂	uvyttsijjiub#序52000
水月通禅寂	uvyttsijjiab#序52000
鱼龙听梵声	yulstyfjugdu#序52000
惟怜一灯影	wzlmyidgyyxp#序52000
万里眼中明	wjliyjvsmyao#序52000
万里眼中明	wjliyjvsmyar#序52000
万里眼中明	wjliyjvsmyho#序52000
万里眼中明	wjliyjvsmyhr#序52000
泉壑带茅茨	qrhedlmkcibc#序52000
泉壑带茅茨	qrhedlmkciuc#序52000
云霞生薜帷	ypxwugbiwzej#序52000
云霞生薜帷	ypxwugbiwzsj#序52000
竹怜新雨后	vulmxnyuhbpp#序52000
竹怜新雨后	vulmxnyuhbvp#序52000
山爱夕阳时	ujaixiyhuiao#序52000
山爱夕阳时	ujaixiyhuiar#序52000
山爱夕阳时	ujaixiyhuiuo#序52000
山爱夕阳时	ujaixiyhuiur#序52000
闲鹭栖常早	xmluqiihzkmo#序52000
闲鹭栖常早	xmluqiihzkmr#序52000
秋花落更迟	qqhwloggiihz#序52000
家僮扫罗径	jwtssklojybr#序52000
家僮扫罗径	jwtssklojybx#序52000
昨与故人期	zoyugurfqioo#序52000
昨与故人期	zoyugurfqioq#序52000
昨与故人期	zoyugurfqioy#序52000
昨与故人期	zoyugurfqiro#序52000
昨与故人期	zoyugurfqirq#序52000
昨与故人期	zoyugurfqiry#序52000
江汉曾为客	jdhjcgwzkedb#序52000
相逢每醉还	xdfgmzzvhlmz#序52000
浮云一别后	fuypyibxhbdp#序52000
流水十年间	lquvuinmjmdm#序52000
流水十年间	lquvuinmjmdo#序52000
流水十年间	lquvuinmjmdr#序52000
欢笑情如旧	hrxcqyrujqya#序52000
欢笑情如旧	hrxcqyrujqyu#序52000
萧疏鬓已斑	xcuubnyibjcw#序52000
何因北归去	heynbzgvqurt#序52000
淮上对秋山	hyuhdvqqujda#序52000
淮上对秋山	hyuhdvqqujdu#序52000
楚江微雨里	iujdwzyulima#序52000
楚江微雨里	iujdwzyulimt#序52000
楚江微雨里	iujdwzyulimu#序52000
楚江微雨里	iujdwzyulipa#序52000
楚江微雨里	iujdwzyulipt#序52000
楚江微雨里	iujdwzyulipu#序52000
建业暮钟时	jmyemuvsuizo#序52000
建业暮钟时	jmyemuvsuizr#序52000
漠漠帆来重	momofjllvsdp#序52000
冥冥鸟去迟	mymyncquiibz#序52000
海门深不见	hlmfufbujmda#序52000
海门深不见	hlmfufbujmde#序52000
海门深不见	hlmfufbujmdk#序52000
海门深不见	hlmfufbujmdu#序52000
浦树远含滋	puuuyrhjzidd#序52000
相送情无限	xdssqywuxmme#序52000
沾襟比散丝	vjjnbisjsida#序52000
沾襟比散丝	vjjnbisjsidh#序52000
长簟迎风早	vhdmyyfgzkpo#序52000
长簟迎风早	vhdmyyfgzkpr#序52000
空城澹月华	ksigdjythwbu#序52000
空城澹月华	ksigdjythwxu#序52000
星河秋一雁	xyheqqyiyjoi#序52000
星河秋一雁	xyheqqyiyjri#序52000
砧杵夜千家	vfiuyeqmjwub#序52000
节候看应晚	jxhbkjyywjco#序52000
节候看应晚	jxhbkjyywjcr#序52000
心期卧已赊	xnqiwoyiuedb#序52000
向来吟秀句	xdllynxqjupb#序52000
向来吟秀句	xdllynxqjupg#序52000
向来吟秀句	xdllynxqjupk#序52000
向来吟秀句	xdllynxqjupp#序52000
不觉已鸣鸦	bujtyimyyaan#序52000
不觉已鸣鸦	bujtyimyyaay#序52000
不觉已鸣鸦	bujtyimyyahn#序52000
不觉已鸣鸦	bujtyimyyahy#序52000
道由白云尽	dkybblypjnzi#序52000
春与清溪长	ipyuqyxivhfp#序52000
春与清溪长	ipyuqyxivhop#序52000
春与清溪长	ipyuqyxivhrp#序52000
时有落花至	uiyblohwviot#序52000
时有落花至	uiyblohwviov#序52000
时有落花至	uiyblohwvirt#序52000
时有落花至	uiyblohwvirv#序52000
远随流水香	yrsvlquvxdzh#序52000
闲门向山路	xmmfxdujlumz#序52000
深柳读书堂	uflqduuuthdd#序52000
深柳读书堂	uflqduuuthdt#序52000
深柳读书堂	uflqduuuthdx#序52000
幽映每白日	ybyymzblriuo#序52000
幽映每白日	ybyymzblriur#序52000
幽映每白日	ybyymzblriua#序52000
幽映每白日	ybyymzblriuu#序52000
清辉照衣裳	qyhvvkyiuhdd#序52000
清辉照衣裳	qyhvvkyiuhdx#序52000
清辉照衣裳	qyhvvkyiuhdy#序52000
天秋月又满	tmqqytybmjad#序52000
天秋月又满	tmqqytybmjhd#序52000
城阙夜千重	igqtyeqmvstp#序52000
还作江南会	hlzojdnjhvzr#序52000
翻疑梦里逢	fjyimglifgyz#序52000
风枝惊暗鹊	fgvijyanqtjn#序52000
露草覆寒虫	luckfuhjisya#序52000
露草覆寒虫	luckfuhjisyu#序52000
露草覆寒虫	luckfuhjisyv#序52000
羁旅长堪醉	jilvvhkjzvsy#序52000
相留畏晓钟	xdlqwzxcvsmj#序52000
故关衰草遍	gugruyckbmwz#序52000
离别正堪悲	libxvgkjbzdf#序52000
离别正堪悲	libxvgkjbzdx#序52000
离别正堪悲	libxvgkjbzwf#序52000
离别正堪悲	libxvgkjbzwx#序52000
路出寒云外	luiuhjypwlzx#序52000
人归暮雪时	rfgvmuxtuipo#序52000
人归暮雪时	rfgvmuxtuipr#序52000
少孤为客早	ukguwzkezkxo#序52000
少孤为客早	ukguwzkezkxr#序52000
多难识君迟	donjuijpiixz#序52000
掩泣空相向	yjqiksxdxdfp#序52000
掩泣空相向	yjqiksxdxdtp#序52000
风尘何所期	fgifhesoqijo#序52000
风尘何所期	fgifhesoqijq#序52000
风尘何所期	fgifhesoqijy#序52000
十年离乱后	uinmlilrhbap#序52000
十年离乱后	uinmlilrhbhp#序52000
长大一相逢	vhdayixdfgpz#序52000
问姓惊初见	wfxyjyiujmka#序52000
问姓惊初见	wfxyjyiujmke#序52000
问姓惊初见	wfxyjyiujmkk#序52000
问姓惊初见	wfxyjyiujmku#序52000
问姓惊初见	wfxyjyiujmma#序52000
问姓惊初见	wfxyjyiujmme#序52000
问姓惊初见	wfxyjyiujmmk#序52000
问姓惊初见	wfxyjyiujmmu#序52000
称名忆旧容	igmyyijqrshb#序52000
别来沧海事	bxllchhluida#序52000
别来沧海事	bxllchhluidh#序52000
语罢暮天钟	yubamutmvsyj#序52000
明日巴陵道	myribalydkoz#序52000
明日巴陵道	myribalydkrz#序52000
秋山又几重	qqujybjivshp#序52000
故人江海别	gurfjdhlbxwd#序52000
几度隔山川	jidugeujirpp#序52000
乍见翻疑梦	vajmfjyimgpm#序52000
乍见翻疑梦	vajmfjyimgpx#序52000
乍见翻疑梦	vajmfjyimgrm#序52000
乍见翻疑梦	vajmfjyimgrx#序52000
相悲各问年	xdbzgewfnmmp#序52000
相悲各问年	xdbzgewfnmmr#序52000
孤灯寒照雨	gudghjvkyuza#序52000
孤灯寒照雨	gudghjvkyuzh#序52000
深竹暗浮烟	ufvuanfuyjdh#序52000
更有明朝恨	ggybmyikhfax#序52000
更有明朝恨	ggybmyikhfhx#序52000
离杯惜共传	libzxigsirdr#序52000
离杯惜共传	libzxigsirwr#序52000
静夜四无邻	jyyesiwulnqe#序52000
荒居旧业贫	hdjujqyepncb#序52000
雨中黄叶树	yuvshdyeuuam#序52000
雨中黄叶树	yuvshdyeuuhm#序52000
灯下白头人	dgxwbltbrfhp#序52000
以我独沉久	yiwoduifjqrd#序52000
以我独沉久	yiwoduifjqrp#序52000
愧君相见频	kvjpxdjmpnxy#序52000
平生自有分	pyugziybffab#序52000
平生自有分	pyugziybffad#序52000
平生自有分	pyugziybffgb#序52000
平生自有分	pyugziybffgd#序52000
平生自有分	pyugziybffhb#序52000
平生自有分	pyugziybffhd#序52000
况是霍家亲	kduihojwqndl#序52000
世乱同南去	uilrtsnjquat#序52000
世乱同南去	uilrtsnjquct#序52000
世乱同南去	uilrtsnjquht#序52000
时清独北还	uiqydubzhloz#序52000
时清独北还	uiqydubzhlrz#序52000
他乡生白发	taxdugblfara#序52000
他乡生白发	taxdugblfarf#序52000
他乡生白发	taxdugblfarv#序52000
他乡生白发	taxdugblfary#序52000
旧国见青山	jqgojmqyujaa#序52000
旧国见青山	jqgojmqyujau#序52000
旧国见青山	jqgojmqyujua#序52000
旧国见青山	jqgojmqyujuu#序52000
晓月过残垒	xcytgocjlzos#序52000
晓月过残垒	xcytgocjlzot#序52000
晓月过残垒	xcytgocjlzrs#序52000
晓月过残垒	xcytgocjlzrt#序52000
繁星宿故关	fjxysugugrsb#序52000
繁星宿故关	fjxysugugrsq#序52000
寒禽与衰草	hjqnyuuyckbc#序52000
处处伴愁颜	iuiubjibyjwy#序52000
天地英雄气	tmdiyyxsqiap#序52000
天地英雄气	tmdiyyxsqiar#序52000
天地英雄气	tmdiyyxsqihp#序52000
天地英雄气	tmdiyyxsqihr#序52000
千秋尚凛然	qmqquhlnrjpd#序52000
千秋尚凛然	qmqquhlnrjph#序52000
势分三足鼎	uiffsjzudylm#序52000
势分三足鼎	uiffsjzudylo#序52000
业复五铢钱	yefuwuvuqmaj#序52000
业复五铢钱	yefuwuvuqmuj#序52000
得相能开国	dexdngklgork#序52000
得相能开国	dexdngklgoxk#序52000
生儿不象贤	ugerbuxdxmnb#序52000
凄凉蜀故妓	qilduugujidn#序52000
来舞魏宫前	llwuwzgsqmab#序52000
来舞魏宫前	llwuwzgsqmaq#序52000
来舞魏宫前	llwuwzgsqmhb#序52000
来舞魏宫前	llwuwzgsqmhq#序52000
来舞魏宫前	llwuwzgsqmwb#序52000
来舞魏宫前	llwuwzgsqmwq#序52000
前年戌月支	qmnmxuytvibu#序52000
前年戌月支	qmnmxuytviqu#序52000
城下没全师	igxwmzqruita#序52000
城下没全师	igxwmzqruitd#序52000
城下没全师	igxwmzqruitu#序52000
蕃汉断消息	fjhjdrxcxicx#序52000
蕃汉断消息	fjhjdrxcxicz#序52000
死生长别离	siugvhbxlidd#序52000
死生长别离	siugvhbxlidw#序52000
无人收废帐	wurfubfzvhaj#序52000
无人收废帐	wurfubfzvhej#序52000
无人收废帐	wurfubfzvhhj#序52000
归马识残旗	gvmauicjqiaf#序52000
归马识残旗	gvmauicjqidf#序52000
归马识残旗	gvmauicjqiuf#序52000
欲祭疑君在	yujiyijpzlgt#序52000
欲祭疑君在	yujiyijpzlgu#序52000
欲祭疑君在	yujiyijpzlqt#序52000
欲祭疑君在	yujiyijpzlqu#序52000
天涯哭此时	tmyakuciuiao#序52000
天涯哭此时	tmyakuciuiar#序52000
天涯哭此时	tmyakuciuiho#序52000
天涯哭此时	tmyakuciuihr#序52000
离离原上草	liliyruhckdc#序52000
离离原上草	liliyruhckwc#序52000
一岁一枯荣	yisvyikursac#序52000
一岁一枯荣	yisvyikursam#序52000
一岁一枯荣	yisvyikurshc#序52000
一岁一枯荣	yisvyikurshm#序52000
旅馆无良伴	lvgrwuldbjfr#序52000
凝情自悄然	nyqyziqcrjdd#序52000
凝情自悄然	nyqyziqcrjdh#序52000
寒灯思旧事	hjdgsijquiba#序52000
寒灯思旧事	hjdgsijquibh#序52000
断雁警愁眠	dryjjyibmmjm#序52000
断雁警愁眠	dryjjyibmmjo#序52000
远梦归侵晓	yrmggvqnxczo#序52000
远梦归侵晓	yrmggvqnxczr#序52000
家书到隔年	jwuudkgenmbp#序52000
家书到隔年	jwuudkgenmbr#序52000
沧江好烟月	chjdhkyjytdo#序52000
沧江好烟月	chjdhkyjytdy#序52000
沧江好烟月	chjdhkyjytdp#序52000
门系钓鱼船	mfxidcyuirdv#序52000
红叶晚萧萧	hsyewjxcxcsc#序52000
长亭酒一瓢	ihtyjqyipcpg#序52000
残云归太华	cjypgvtlhwdu#序52000
疏雨过中条	uuyugovstcaw#序52000
疏雨过中条	uuyugovstcpw#序52000
疏雨过中条	uuyugovstcvw#序52000
树色随关迥	uusesvgrjsmz#序52000
河声入海遥	heugruhlykdz#序52000
帝乡明日到	dixdmyridkdd#序52000
帝乡明日到	dixdmyridkjd#序52000
帝乡明日到	dixdmyridkld#序52000
帝乡明日到	dixdmyridkwd#序52000
犹自梦渔樵	ybzimgyuqcqm#序52000
遥夜泛清瑟	ykyefjqysezw#序52000
西风生翠萝	xifgugcvloac#序52000
西风生翠萝	xifgugcvlohc#序52000
残萤栖玉露	cjyyqiyuludy#序52000
早雁拂金河	zkyjfujnheod#序52000
早雁拂金河	zkyjfujnherd#序52000
高树晓还密	gkuuxchlmidb#序52000
高树晓还密	gkuuxchlmidu#序52000
高树晓还密	gkuuxchlmiwb#序52000
高树晓还密	gkuuxchlmiwu#序52000
远山晴更多	yrujqyggdozx#序52000
淮南一叶下	hynjyiyexwda#序52000
淮南一叶下	hynjyiyexwdh#序52000
自觉洞庭波	zijtdstybopd#序52000
本以高难饱	bfyigknjbkau#序52000
本以高难饱	bfyigknjbkhu#序52000
本以高难饱	bfyigknjbkmu#序52000
徒劳恨费声	tulkhffzugru#序52000
徒劳恨费声	tulkhffzugxu#序52000
五更疏欲断	wugguuyudraj#序52000
五更疏欲断	wugguuyudrhj#序52000
一树碧无情	yiuubiwuqyax#序52000
一树碧无情	yiuubiwuqyhx#序52000
薄宦梗犹泛	bkhrggybfjcd#序52000
故园芜已平	guyrwuyipywa#序52000
故园芜已平	guyrwuyipywg#序52000
故园芜已平	guyrwuyipywh#序52000
烦君最相警	fjjpzvxdjyhy#序52000
我亦举家清	woyijujwqypd#序52000
凄凉宝剑篇	qildbkjmpmdv#序52000
羁泊欲穷年	jipoyuqsnmsp#序52000
羁泊欲穷年	jipoyuqsnmsr#序52000
黄叶仍风雨	hdyergfgyuaa#序52000
黄叶仍风雨	hdyergfgyuah#序52000
黄叶仍风雨	hdyergfgyuca#序52000
黄叶仍风雨	hdyergfgyuch#序52000
黄叶仍风雨	hdyergfgyuha#序52000
黄叶仍风雨	hdyergfgyuhh#序52000
青楼自管弦	qylbzigrxmfg#序52000
青楼自管弦	qylbzigrxmog#序52000
青楼自管弦	qylbzigrxmyg#序52000
新知遭薄俗	xnvizkbksujr#序52000
旧好隔良缘	jqhkgeldyras#序52000
旧好隔良缘	jqhkgeldyrus#序52000
心断新丰酒	xndrxnfgjqdd#序52000
销愁又几千	xcibybjiqmjp#序52000
高阁客竟去	gkgekejyqudt#序52000
高阁客竟去	gkgekejyquwt#序52000
小园花乱飞	xcyrhwlrfzay#序52000
小园花乱飞	xcyrhwlrfzuy#序52000
参差连曲陌	cfcilmqumose#序52000
迢递送斜晖	tcdissxxhvzo#序52000
迢递送斜晖	tcdissxxhvzr#序52000
肠断未忍扫	ihdrwzrfskof#序52000
肠断未忍扫	ihdrwzrfskot#序52000
肠断未忍扫	ihdrwzrfskyf#序52000
肠断未忍扫	ihdrwzrfskyt#序52000
眼穿仍欲归	yjirrgyugvma#序52000
眼穿仍欲归	yjirrgyugvmd#序52000
眼穿仍欲归	yjirrgyugvmu#序52000
眼穿仍欲归	yjirrgyugvoa#序52000
眼穿仍欲归	yjirrgyugvod#序52000
眼穿仍欲归	yjirrgyugvou#序52000
芳心向春尽	fhxnxdipjnci#序52000
所得是沾衣	sodeuivjyihd#序52000
所得是沾衣	sodeuivjyijd#序52000
客去波平槛	kequbopykjbm#序52000
蝉休露满枝	ijxqlumjviim#序52000
永怀当此节	yshydhcijxdc#序52000
倚立自移时	yiliziyiuiro#序52000
倚立自移时	yiliziyiuirr#序52000
北斗兼春远	bzdbjmipyraz#序52000
北斗兼春远	bzdbjmipyrbz#序52000
北斗兼春远	bzdbjmipyrhz#序52000
南陵寓使迟	njlyyuuiiiuz#序52000
天涯占梦数	tmyavjmguuaw#序52000
天涯占梦数	tmyavjmguuhw#序52000
疑误有新知	yiwuybxnvibk#序52000
疑误有新知	yiwuybxnvibu#序52000
残阳西入崦	cjyhxiruyjdu#序52000
茅屋访孤僧	mkwufhgusgcr#序52000
落叶人何在	loyerfhezlct#序52000
落叶人何在	loyerfhezlcu#序52000
寒云路几层	hjyplujicgbu#序52000
独敲初夜磬	duqciuyeqyqu#序52000
闲倚一枝藤	xmyiyivitgmc#序52000
世界微尘里	uijxwzifliaa#序52000
世界微尘里	uijxwzifliat#序52000
世界微尘里	uijxwzifliau#序52000
世界微尘里	uijxwziflica#序52000
世界微尘里	uijxwziflict#序52000
世界微尘里	uijxwziflicu#序52000
世界微尘里	uijxwzifliha#序52000
世界微尘里	uijxwzifliht#序52000
世界微尘里	uijxwziflihu#序52000
吾宁爱与憎	wunyaiyuzgkx#序52000
吾宁爱与憎	wunyaiyuzgwx#序52000
荒戌落黄叶	hdxulohdyeck#序52000
浩然离故关	hkrjligugrdb#序52000
浩然离故关	hkrjligugrdq#序52000
高风汉阳渡	gkfghjyhdudd#序52000
高风汉阳渡	gkfghjyhduwd#序52000
初日郢门山	iuriyymfujya#序52000
初日郢门山	iuriyymfujyu#序52000
江上几人在	jduhjirfzldt#序52000
江上几人在	jduhjirfzldu#序52000
天涯孤棹还	tmyaguvkhlaz#序52000
天涯孤棹还	tmyaguvkhlhz#序52000
何当重相见	hedhvsxdjmra#序52000
何当重相见	hedhvsxdjmre#序52000
何当重相见	hedhvsxdjmrk#序52000
何当重相见	hedhvsxdjmru#序52000
樽酒慰离颜	zpjqwzliyjmy#序52000
灞原风雨定	bayrfgyudydb#序52000
晚见雁行频	wjjmyjhhpnoy#序52000
晚见雁行频	wjjmyjhhpnry#序52000
落叶他乡树	loyetaxduucm#序52000
寒灯独夜人	hjdgduyerfbp#序52000
空园白露滴	ksyrblludibd#序52000
空园白露滴	ksyrblludixd#序52000
孤壁野僧邻	gubiyesglnze#序52000
寄卧郊扉久	jiwojcfzjqbd#序52000
寄卧郊扉久	jiwojcfzjqbp#序52000
何年致此身	henmviciufrp#序52000
露气寒光集	luqihjgdjiym#序52000
露气寒光集	luqihjgdjiyv#序52000
微阳下楚丘	wzyhxwiuqqrj#序52000
微阳下楚丘	wzyhxwiuqqrp#序52000
微阳下楚丘	wzyhxwiuqqxj#序52000
微阳下楚丘	wzyhxwiuqqxp#序52000
猿啼洞庭树	yrtidstyuuqm#序52000
人在木兰舟	rfzlmuljvbpp#序52000
广泽生明月	gdzeugmyytdo#序52000
广泽生明月	gdzeugmyytdy#序52000
广泽生明月	gdzeugmyytdp#序52000
苍山夹乱流	chujjwlrlqcd#序52000
云中君不见	ypvsjpbujmea#序52000
云中君不见	ypvsjpbujmee#序52000
云中君不见	ypvsjpbujmek#序52000
云中君不见	ypvsjpbujmeu#序52000
云中君不见	ypvsjpbujmsa#序52000
云中君不见	ypvsjpbujmse#序52000
云中君不见	ypvsjpbujmsk#序52000
云中君不见	ypvsjpbujmsu#序52000
竟夕自悲秋	jyxizibzqqlh#序52000
调角断清秋	dcjcdrqyqqyh#序52000
征人倚戌楼	vgrfyixulbrm#序52000
征人倚戌楼	vgrfyixulbxm#序52000
春风对青冢	ipfgdvqyvsfb#序52000
春风对青冢	ipfgdvqyvsob#序52000
春风对青冢	ipfgdvqyvsrb#序52000
白日落梁州	blriloldvbpd#序52000
白日落梁州	blriloldvbpi#序52000
大漠无兵阻	damowubyzuae#序52000
大漠无兵阻	damowubyzuhe#序52000
穷边有客游	qsbmybkeybbd#序52000
穷边有客游	qsbmybkeybxd#序52000
蕃情似此水	fjqyuiciuvcu#序52000
蕃情似此水	fjqyuiciuvca#序52000
长愿向南流	vhyrxdnjlqpd#序52000
迢递三巴路	tcdisjbaluzz#序52000
羁危万里身	jiwzwjliufsp#序52000
乱山残雪夜	lrujcjxtyeud#序52000
乱山残雪夜	lrujcjxtyeuw#序52000
孤烛异乡人	guvuyixdrfzp#序52000
渐与骨肉远	jmyugurbyrdz#序52000
转于僮仆亲	vryutspuqnil#序52000
那堪正漂泊	nakjvgpcboed#序52000
明日岁华新	myrisvhwxnoj#序52000
明日岁华新	myrisvhwxnrj#序52000
几行归塞尽	jixygvsljnpi#序52000
念尔独何之	nmerduhevixd#序52000
暮雨相呼失	muyuxdhuuicp#序52000
暮雨相呼失	muyuxdhuuiop#序52000
暮雨相呼失	muyuxdhuuirp#序52000
寒塘欲下迟	hjthyuxwiibz#序52000
渚云低暗度	vuypdiandudg#序52000
关月冷相随	grytlgxdsvbe#序52000
关月冷相随	grytlgxdsvqe#序52000
未必逢矰缴	wzbifgzgjcas#序52000
未必逢矰缴	wzbifgzgjces#序52000
未必逢矰缴	wzbifgzgjchs#序52000
孤飞自可疑	gufzzikeyizb#序52000
早被婵娟误	zkbzijjrwuoy#序52000
早被婵娟误	zkbzijjrwury#序52000
欲归临镜慵	yugvlnjyysgx#序52000
欲归临镜慵	yugvlnjyysqx#序52000
承恩不在貌	igenbuzlmkav#序52000
承恩不在貌	igenbuzlmkvv#序52000
教妾若为容	jcqxrowzrswb#序52000
风暖鸟声碎	fgnrncugsvju#序52000
日高花影重	rigkhwyyvsop#序52000
日高花影重	rigkhwyyvsrp#序52000
日高花影重	rigkhwyyvsap#序52000
日高花影重	rigkhwyyvsup#序52000
年年越溪女	nmnmytxinvpa#序52000
年年越溪女	nmnmytxinvpv#序52000
年年越溪女	nmnmytxinvra#序52000
年年越溪女	nmnmytxinvrv#序52000
相忆采芙蓉	xdyiclfursmc#序52000
清瑟怨遥夜	qyseyrykyedd#序52000
清瑟怨遥夜	qyseyrykyedw#序52000
绕弦风雨哀	rkxmfgyuaisd#序52000
绕弦风雨哀	rkxmfgyuaisw#序52000
绕弦风雨哀	rkxmfgyuaisy#序52000
孤灯闻楚角	gudgwfiujczd#序52000
残月下章台	cjytxwvhtlds#序52000
芳草已云暮	fhckyiypmucc#序52000
芳草已云暮	fhckyiypmuco#序52000
芳草已云暮	fhckyiypmucr#序52000
故人殊未来	gurfuuwzllwa#序52000
故人殊未来	gurfuuwzllwh#序52000
故人殊未来	gurfuuwzllww#序52000
乡书不可寄	xduubukejiab#序52000
乡书不可寄	xduubukejivb#序52000
秋雁又南回	qqyjybnjhvhk#序52000
移家虽带郭	yijwsvdlgohe#序52000
野径入桑麻	yejyrushmalg#序52000
野径入桑麻	yejyrushmayg#序52000
近种篱边菊	jnvslibmjuzc#序52000
秋来未著花	qqllwzvuhwhc#序52000
扣门无犬吠	kbmfwuqrfzfk#序52000
扣门无犬吠	kbmfwuqrfztk#序52000
欲去问西家	yuquwfxijwgb#序52000
欲去问西家	yuquwfxijwqb#序52000
报道山中去	bkdkujvsquft#序52000
报道山中去	bkdkujvsqutt#序52000
归来每日斜	gvllmzrixxad#序52000
归来每日斜	gvllmzrixxdd#序52000
归来每日斜	gvllmzrixxud#序52000
送魏万之京	sswzwjvijyzd#序52000
送魏万之京	sswzwjvijyzw#序52000
寄李儋元锡	jilidjyrxibj#序52000
同题仙游观	tstixmybgrkj#序52000
同题仙游观	tstixmybgrky#序52000
空山不见人	ksujbujmrfbp#序52000
空山不见人	ksujbujmrfxp#序52000
返影入深林	fjyyruuflnzm#序52000
复照青苔上	fuvkqytluhpa#序52000
复照青苔上	fuvkqytluhpb#序52000
复照青苔上	fuvkqytluhpu#序52000
复照青苔上	fuvkqytluhra#序52000
复照青苔上	fuvkqytluhrb#序52000
复照青苔上	fuvkqytluhru#序52000
复照青苔上	fuvkqytluhwa#序52000
复照青苔上	fuvkqytluhwb#序52000
复照青苔上	fuvkqytluhwu#序52000
深林人不知	uflnrfbuvidk#序52000
深林人不知	uflnrfbuvidu#序52000
山中相送罢	ujvsxdssbaas#序52000
山中相送罢	ujvsxdssbaus#序52000
日暮掩柴扉	rimuyjilfzoh#序52000
日暮掩柴扉	rimuyjilfzrh#序52000
日暮掩柴扉	rimuyjilfzah#序52000
日暮掩柴扉	rimuyjilfzuh#序52000
春草年年绿	ipcknmnmlvfs#序52000
春草年年绿	ipcknmnmlvos#序52000
春草年年绿	ipcknmnmlvrs#序52000
王孙归不归	whspgvbugvaa#序52000
王孙归不归	whspgvbugvad#序52000
王孙归不归	whspgvbugvau#序52000
王孙归不归	whspgvbugvha#序52000
王孙归不归	whspgvbugvhd#序52000
王孙归不归	whspgvbugvhu#序52000
红豆生南国	hsdbugnjgosk#序52000
寒梅著花未	hjmzvuhwwzba#序52000
寒梅著花未	hjmzvuhwwzbe#序52000
寒梅著花未	hjmzvuhwwzbh#序52000
归山深浅去	gvujufqmquat#序52000
归山深浅去	gvujufqmqudt#序52000
归山深浅去	gvujufqmquut#序52000
须尽丘壑美	xujnqqhemzpd#序52000
须尽丘壑美	xujnqqhemzpy#序52000
须尽丘壑美	xujnqqhemzyd#序52000
须尽丘壑美	xujnqqhemzyy#序52000
莫学武陵人	moxtwulyrfcp#序52000
暂游桃源里	zjybtkyrlioa#序52000
暂游桃源里	zjybtkyrliot#序52000
暂游桃源里	zjybtkyrliou#序52000
暂游桃源里	zjybtkyrlira#序52000
暂游桃源里	zjybtkyrlirt#序52000
暂游桃源里	zjybtkyrliru#序52000
终南望余雪	vsnjwhyuxtsy#序52000
终南阴岭秀	vsnjynlyxqsh#序52000
积雪浮云端	jixtfuypdrhl#序52000
林表明霁色	lnbcmyjisemd#序52000
城中增暮寒	igvszgmuhjtb#序52000
江清月近人	jdqyytjnrfdp#序52000
春眠不觉晓	ipmmbujtxcfo#序52000
春眠不觉晓	ipmmbujtxcfr#序52000
春眠不觉晓	ipmmbujtxcoo#序52000
春眠不觉晓	ipmmbujtxcor#序52000
春眠不觉晓	ipmmbujtxcro#序52000
春眠不觉晓	ipmmbujtxcrr#序52000
美人卷珠帘	mzrfjrvulmdb#序52000
美人卷珠帘	mzrfjrvulmdj#序52000
美人卷珠帘	mzrfjrvulmdx#序52000
美人卷珠帘	mzrfjrvulmyb#序52000
美人卷珠帘	mzrfjrvulmyj#序52000
美人卷珠帘	mzrfjrvulmyx#序52000
深坐蹙蛾眉	ufzocueemzdm#序52000
深坐蹙蛾眉	ufzocueemzdo#序52000
深坐蹙蛾眉	ufzocueemzdu#序52000
但见泪痕湿	djjmlzhfuird#序52000
不知心恨谁	buvixnhfuvay#序52000
不知心恨谁	buvixnhfuvhy#序52000
功盖三分国	gsglsjffgogk#序52000
功盖三分国	gsglsjffgolk#序52000
名成八阵图	myigbavftuxk#序52000
江流石不转	jdlquibuvrdi#序52000
遣恨失吞吴	qmhfuitpwuzk#序52000
苍苍竹林寺	chchvulnsicc#序52000
苍苍竹林寺	chchvulnsict#序52000
杳杳钟声晚	ykykvsugwjmo#序52000
杳杳钟声晚	ykykvsugwjmr#序52000
荷笠带斜阳	helidlxxyhce#序52000
青山独归远	qyujdugvyrfz#序52000
青山独归远	qyujdugvyroz#序52000
青山独归远	qyujdugvyryz#序52000
泠泠七弦上	lylyqixmuhda#序52000
泠泠七弦上	lylyqixmuhdb#序52000
泠泠七弦上	lylyqixmuhdu#序52000
静听松风寒	jytyssfghjqb#序52000
古调虽自爱	gudcsvziaiuv#序52000
今人多不弹	jnrfdobudjrg#序52000
孤云将野鹤	guypjdyehezn#序52000
岂向人间住	qixdrfjmvuur#序52000
莫买沃洲山	momlwovbujca#序52000
莫买沃洲山	momlwovbujcu#序52000
时人已知处	uirfyiviiuow#序52000
时人已知处	uirfyiviiurw#序52000
