---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wzirtmjwdb#序52000
日暮欲何之	rimuyuheviod#序52000
日暮欲何之	rimuyuhevird#序52000
日暮欲何之	rimuyuheviad#序52000
日暮欲何之	rimuyuheviud#序52000
望君烟水阔	whjyyjuvkowm#序52000
浑手泪沾巾	hyublzvjjldl#序52000
飞鸟没何处	fznnmzheiuyw#序52000
青山空向人	qkujksxxrffp#序52000
青山空向人	qkujksxxrfop#序52000
青山空向人	qkujksxxrfyp#序52000
长江一帆远	ihjxyifjyrpz#序52000
落日五湖春	loriwuhuiycf#序52000
落日五湖春	loriwuhuiyco#序52000
落日五湖春	loriwuhuiycr#序52000
谁见汀洲上	uvjmtkvbuhyl#序52000
相思愁白苹	xxsiibbdpkmc#序52000
一路经行处	yilujkxkiuaw#序52000
莓苔见屐痕	mztdjmjihfcb#序52000
白云依静渚	bdyyyijkvupd#序52000
芳草闭闲门	fhccbixmmfcd#序52000
过雨看松色	goyukjsssezd#序52000
随山到水源	svujdcuvyred#序52000
溪花与禅意	xihwyuijyidy#序52000
相对亦忘言	xxdvyiwhyjmd#序52000
相对亦忘言	xxdvyiwhyjmw#序52000
乡心新岁切	xxxlxlsvqpaq#序52000
乡心新岁切	xxxlxlsvqpvq#序52000
天畔独潸然	tmpjduujrjad#序52000
天畔独潸然	tmpjduujrjah#序52000
老至居人下	lcvijurfxwla#序52000
春归在客先	iygvzdkexmfe#序52000
春归在客先	iygvzdkexmfn#序52000
春归在客先	iygvzdkexmoe#序52000
春归在客先	iygvzdkexmon#序52000
春归在客先	iygvzdkexmre#序52000
春归在客先	iygvzdkexmrn#序52000
岭猿同旦暮	lkyrtsdjmuuc#序52000
岭猿同旦暮	lkyrtsdjmuuo#序52000
岭猿同旦暮	lkyrtsdjmuur#序52000
江柳共风烟	jxlqgsfgyjdh#序52000
已似长沙傅	yiuiihuafuar#序52000
已似长沙傅	yiuiihuafuvr#序52000
从今又几年	csjlybjinmrp#序52000
从今又几年	csjlybjinmrr#序52000
送僧归日本	sssggvribfzm#序52000
上国随缘住	uhgosvyrvulr#序52000
来途若梦行	ldturomgxkai#序52000
浮天沧海远	futmchhdyrdz#序52000
去世法舟轻	quuifavbqkti#序52000
水月通禅寂	uvyttsijjilb#序52000
鱼龙听梵声	yulstkfjugdu#序52000
惟怜一灯影	wzlmyidgykxj#序52000
万里眼中明	wjliyjvsmkar#序52000
泉壑带茅茨	qrheddmccibc#序52000
云霞生薜帷	yyxwugbiwzej#序52000
云霞生薜帷	yyxwugbiwzsj#序52000
竹怜新雨后	vulmxlyuhbpp#序52000
山爱夕阳时	ujaixiyhuilr#序52000
闲鹭栖常早	xmluqiihzcmr#序52000
秋花落更迟	qqhwloggiihz#序52000
家僮扫罗径	jwtssclojkbi#序52000
昨与故人期	zoyugurfqirq#序52000
江汉曾为客	jxhjcgwzkedb#序52000
相逢每醉还	xxfgmzzvhdmz#序52000
浮云一别后	fuyyyibphbdp#序52000
流水十年间	lquvuinmjmdm#序52000
流水十年间	lquvuinmjmdo#序52000
流水十年间	lquvuinmjmdr#序52000
欢笑情如旧	hrxnqkrujqyl#序52000
萧疏鬓已斑	xnuublyibjcw#序52000
何因北归去	heylbzgvqurt#序52000
淮上对秋山	hkuhdvqqujdl#序52000
楚江微雨里	iujxwzyuliml#序52000
楚江微雨里	iujxwzyulipl#序52000
建业暮钟时	jmyemuvsuizr#序52000
漠漠帆来重	momofjldvsdp#序52000
冥冥鸟去迟	mkmknnquiibz#序52000
海门深不见	hdmfufbujmda#序52000
海门深不见	hdmfufbujmde#序52000
海门深不见	hdmfufbujmdk#序52000
海门深不见	hdmfufbujmdu#序52000
浦树远含滋	puuuyrhjzidd#序52000
相送情无限	xxssqkwuxmme#序52000
沾襟比散丝	vjjlbisjsida#序52000
沾襟比散丝	vjjlbisjsidh#序52000
长簟迎风早	vhdmykfgzcpr#序52000
空城澹月华	ksigdjythwxu#序52000
星河秋一雁	xkheqqyiyjri#序52000
砧杵夜千家	vfiuyeqmjwub#序52000
节候看应晚	jphbkjykwjcr#序52000
心期卧已赊	xlqiwoyiuedb#序52000
向来吟秀句	xxldylxqjupb#序52000
不觉已鸣鸦	bujtyimkyaan#序52000
不觉已鸣鸦	bujtyimkyaay#序52000
道由白云尽	dcybbdyyjlzi#序52000
春与清溪长	iyyuqkxivhfp#序52000
春与清溪长	iyyuqkxivhop#序52000
春与清溪长	iyyuqkxivhrp#序52000
时有落花至	uiyblohwvira#序52000
远随流水香	yrsvlquvxxzh#序52000
闲门向山路	xmmfxxujlumz#序52000
深柳读书堂	uflqduuuthdd#序52000
深柳读书堂	uflqduuuthdt#序52000
深柳读书堂	uflqduuuthdx#序52000
幽映每白日	ybykmzbdriuo#序52000
幽映每白日	ybykmzbdriur#序52000
幽映每白日	ybykmzbdriua#序52000
幽映每白日	ybykmzbdriuu#序52000
清辉照衣裳	qkhvvcyiuhdd#序52000
清辉照衣裳	qkhvvcyiuhdx#序52000
清辉照衣裳	qkhvvcyiuhdy#序52000
天秋月又满	tmqqytybmjad#序52000
城阙夜千重	igqtyeqmvstp#序52000
还作江南会	hdzojxnjhvzr#序52000
翻疑梦里逢	fjyimglifgyz#序52000
风枝惊暗鹊	fgvijkanqtjn#序52000
露草覆寒虫	luccfuhjisya#序52000
露草覆寒虫	luccfuhjisyu#序52000
露草覆寒虫	luccfuhjisyv#序52000
羁旅长堪醉	jilvvhkjzvsy#序52000
相留畏晓钟	xxlqwzxnvsmj#序52000
故关衰草遍	gugrukccbmwz#序52000
离别正堪悲	libpvgkjbzdf#序52000
离别正堪悲	libpvgkjbzdx#序52000
离别正堪悲	libpvgkjbzwf#序52000
离别正堪悲	libpvgkjbzwx#序52000
路出寒云外	luiuhjyywdzx#序52000
人归暮雪时	rfgvmuxtuipr#序52000
少孤为客早	ucguwzkezcxr#序52000
多难识君迟	donjuijyiixz#序52000
掩泣空相向	yjqiksxxxxfp#序52000
掩泣空相向	yjqiksxxxxtp#序52000
风尘何所期	fgifhesoqijq#序52000
十年离乱后	uinmlilrhbap#序52000
长大一相逢	vhdayixxfgpz#序52000
问姓惊初见	wfxkjkiujmka#序52000
问姓惊初见	wfxkjkiujmke#序52000
问姓惊初见	wfxkjkiujmkk#序52000
问姓惊初见	wfxkjkiujmku#序52000
问姓惊初见	wfxkjkiujmma#序52000
问姓惊初见	wfxkjkiujmme#序52000
问姓惊初见	wfxkjkiujmmk#序52000
问姓惊初见	wfxkjkiujmmu#序52000
称名忆旧容	igmkyijqrshb#序52000
别来沧海事	bpldchhduida#序52000
语罢暮天钟	yubamutmvsyj#序52000
明日巴陵道	mkribalkdcrz#序52000
秋山又几重	qqujybjivshp#序52000
故人江海别	gurfjxhdbpwd#序52000
几度隔山川	jidugeujirpp#序52000
乍见翻疑梦	vajmfjyimgpl#序52000
相悲各问年	xxbzgewfnmmp#序52000
相悲各问年	xxbzgewfnmmr#序52000
孤灯寒照雨	gudghjvcyuza#序52000
深竹暗浮烟	ufvuanfuyjdh#序52000
更有明朝恨	ggybmkichfax#序52000
离杯惜共传	libzxigsirdr#序52000
离杯惜共传	libzxigsirwr#序52000
静夜四无邻	jkyesiwullqe#序52000
荒居旧业贫	hxjujqyeplcf#序52000
雨中黄叶树	yuvshxyeuuam#序52000
灯下白头人	dgxwbdtbrfhp#序52000
以我独沉久	yiwoduifjqvd#序52000
以我独沉久	yiwoduifjqvp#序52000
愧君相见频	kvjyxxjmplxb#序52000
平生自有分	pkugziybffab#序52000
况是霍家亲	kxuihojwqldl#序52000
世乱同南去	uilrtsnjquat#序52000
时清独北还	uiqkdubzhdrz#序52000
他乡生白发	taxxugbdfara#序52000
他乡生白发	taxxugbdfarf#序52000
他乡生白发	taxxugbdfarv#序52000
他乡生白发	taxxugbdfary#序52000
旧国见青山	jqgojmqkujll#序52000
晓月过残垒	xnytgocjlzrs#序52000
晓月过残垒	xnytgocjlzrt#序52000
繁星宿故关	fjxksugugrsb#序52000
寒禽与衰草	hjqlyuukccbc#序52000
处处伴愁颜	iuiubjibyjwy#序52000
天地英雄气	tmdiykxsqiap#序52000
天地英雄气	tmdiykxsqiar#序52000
千秋尚凛然	qmqquhllrjpd#序52000
千秋尚凛然	qmqquhllrjph#序52000
势分三足鼎	uiffsjzudklm#序52000
业复五铢钱	yefuwuvuqmlj#序52000
得相能开国	dexxngkdgoik#序52000
生儿不象贤	ugerbuxxxmnl#序52000
凄凉蜀故妓	qilxuugujidn#序52000
来舞魏宫前	ldwuwzgsqmab#序52000
前年戌月支	qmnmxuytvibu#序52000
城下没全师	igxwmzqruitl#序52000
蕃汉断消息	fjhjdrxnxicz#序52000
死生长别离	siugvhbplidd#序52000
死生长别离	siugvhbplidw#序52000
无人收废帐	wurfubfzvhaj#序52000
归马识残旗	gvmauicjqilf#序52000
欲祭疑君在	yujiyijyzdgt#序52000
欲祭疑君在	yujiyijyzdgu#序52000
天涯哭此时	tmyakuciuiar#序52000
离离原上草	liliyruhccdc#序52000
离离原上草	liliyruhccwc#序52000
一岁一枯荣	yisvyikursac#序52000
一岁一枯荣	yisvyikursam#序52000
旅馆无良伴	lvgrwulxbjfr#序52000
凝情自悄然	nkqkziqnrjdd#序52000
凝情自悄然	nkqkziqnrjdh#序52000
寒灯思旧事	hjdgsijquiba#序52000
断雁警愁眠	dryjjkibmmjm#序52000
远梦归侵晓	yrmggvqlxnzr#序52000
家书到隔年	jwuudcgenmbp#序52000
家书到隔年	jwuudcgenmbr#序52000
沧江好烟月	chjxhcyjytdo#序52000
沧江好烟月	chjxhcyjytdy#序52000
沧江好烟月	chjxhcyjytdp#序52000
门系钓鱼船	mfxidnyuirdv#序52000
红叶晚萧萧	hsyewjxnxnsc#序52000
长亭酒一瓢	ihtkjqyipnpg#序52000
残云归太华	cjyygvtdhwdu#序52000
疏雨过中条	uuyugovstnaw#序52000
疏雨过中条	uuyugovstnpw#序52000
疏雨过中条	uuyugovstnvw#序52000
树色随关迥	uusesvgrjsmz#序52000
河声入海遥	heugruhdycdz#序52000
帝乡明日到	dixxmkridcdv#序52000
帝乡明日到	dixxmkridcjv#序52000
帝乡明日到	dixxmkridclv#序52000
帝乡明日到	dixxmkridcwv#序52000
犹自梦渔樵	ybzimgyuqnqm#序52000
遥夜泛清瑟	ycyefjqksezw#序52000
西风生翠萝	xifgugcvloac#序52000
残萤栖玉露	cjykqiyuludy#序52000
早雁拂金河	zcyjfujlherd#序52000
高树晓还密	gcuuxnhdmidb#序52000
高树晓还密	gcuuxnhdmiwb#序52000
远山晴更多	yrujqkggdozx#序52000
淮南一叶下	hknjyiyexwda#序52000
自觉洞庭波	zijtdstkbopd#序52000
本以高难饱	bfyigcnjbcmu#序52000
徒劳恨费声	tulchffzugiu#序52000
五更疏欲断	wugguuyudraj#序52000
一树碧无情	yiuubiwuqkax#序52000
薄宦梗犹泛	bchrggybfjcd#序52000
故园芜已平	guyrwuyipkwa#序52000
烦君最相警	fjjyzvxxjkhj#序52000
我亦举家清	woyijujwqkpd#序52000
凄凉宝剑篇	qilxbcjmpmdv#序52000
羁泊欲穷年	jipoyuqsnmsp#序52000
羁泊欲穷年	jipoyuqsnmsr#序52000
黄叶仍风雨	hxyergfgyuaa#序52000
青楼自管弦	qklbzigrxmfg#序52000
青楼自管弦	qklbzigrxmog#序52000
青楼自管弦	qklbzigrxmyg#序52000
新知遭薄俗	xlvizcbcsuqr#序52000
旧好隔良缘	jqhcgelxyrls#序52000
心断新丰酒	xldrxlfgjqdd#序52000
销愁又几千	xnibybjiqmjp#序52000
高阁客竟去	gcgekejkqudt#序52000
高阁客竟去	gcgekejkquwt#序52000
小园花乱飞	xnyrhwlrfzly#序52000
参差连曲陌	cfcilmqumose#序52000
迢递送斜晖	tndissxphvzr#序52000
肠断未忍扫	ihdrwzrfscyf#序52000
肠断未忍扫	ihdrwzrfscyt#序52000
眼穿仍欲归	yjirrgyugvml#序52000
芳心向春尽	fhxlxxiyjlci#序52000
所得是沾衣	sodeuivjyihd#序52000
所得是沾衣	sodeuivjyijd#序52000
客去波平槛	kequbopkkjbm#序52000
蝉休露满枝	ijxqlumjviim#序52000
永怀当此节	yshkdhcijpdc#序52000
倚立自移时	yiliziyiuirr#序52000
北斗兼春远	bzdbjmiyyrlz#序52000
南陵寓使迟	njlkyuuiiiuz#序52000
天涯占梦数	tmyavjmguual#序52000
疑误有新知	yiwuybxlvibk#序52000
疑误有新知	yiwuybxlvibu#序52000
残阳西入崦	cjyhxiruyjdu#序52000
茅屋访孤僧	mcwufhgusgcr#序52000
落叶人何在	loyerfhezdct#序52000
落叶人何在	loyerfhezdcu#序52000
寒云路几层	hjyylujicgbu#序52000
独敲初夜磬	duqniuyeqkqu#序52000
闲倚一枝藤	xmyiyivitgmc#序52000
世界微尘里	uijpwziflial#序52000
吾宁爱与憎	wunkaiyuzgkx#序52000
吾宁爱与憎	wunkaiyuzgwx#序52000
荒戌落黄叶	hxxulohxyeck#序52000
浩然离故关	hcrjligugrdb#序52000
高风汉阳渡	gcfghjyhdudd#序52000
高风汉阳渡	gcfghjyhduwd#序52000
初日郢门山	iuriykmfujyl#序52000
江上几人在	jxuhjirfzddt#序52000
江上几人在	jxuhjirfzddu#序52000
天涯孤棹还	tmyaguvchdaz#序52000
何当重相见	hedhvsxxjmra#序52000
何当重相见	hedhvsxxjmre#序52000
何当重相见	hedhvsxxjmrk#序52000
何当重相见	hedhvsxxjmru#序52000
樽酒慰离颜	zyjqwzliyjmy#序52000
灞原风雨定	bayrfgyudkdb#序52000
晚见雁行频	wjjmyjhhplrb#序52000
落叶他乡树	loyetaxxuucm#序52000
寒灯独夜人	hjdgduyerfbp#序52000
空园白露滴	ksyrbdludixd#序52000
孤壁野僧邻	gubiyesgllze#序52000
寄卧郊扉久	jiwojnfzjqbd#序52000
寄卧郊扉久	jiwojnfzjqbp#序52000
何年致此身	henmviciufrp#序52000
露气寒光集	luqihjgxjiym#序52000
露气寒光集	luqihjgxjiyv#序52000
微阳下楚丘	wzyhxwiuqqip#序52000
猿啼洞庭树	yrtidstkuuqm#序52000
人在木兰舟	rfzdmuljvbpp#序52000
广泽生明月	gxzeugmkytdo#序52000
广泽生明月	gxzeugmkytdy#序52000
广泽生明月	gxzeugmkytdp#序52000
苍山夹乱流	chujjwlrlqcd#序52000
云中君不见	yyvsjybujmea#序52000
云中君不见	yyvsjybujmee#序52000
云中君不见	yyvsjybujmek#序52000
云中君不见	yyvsjybujmeu#序52000
云中君不见	yyvsjybujmsa#序52000
云中君不见	yyvsjybujmse#序52000
云中君不见	yyvsjybujmsk#序52000
云中君不见	yyvsjybujmsu#序52000
竟夕自悲秋	jkxizibzqqlh#序52000
调角断清秋	dnjndrqkqqyh#序52000
征人倚戌楼	vgrfyixulbim#序52000
春风对青冢	iyfgdvqkvsfb#序52000
春风对青冢	iyfgdvqkvsob#序52000
春风对青冢	iyfgdvqkvsrb#序52000
白日落梁州	bdrilolxvbpd#序52000
白日落梁州	bdrilolxvbpi#序52000
大漠无兵阻	damowubkzuae#序52000
大漠无兵阻	damowubkzuhe#序52000
穷边有客游	qsbmybkeybxd#序52000
蕃情似此水	fjqkuiciuvcl#序52000
长愿向南流	vhyrxxnjlqpd#序52000
迢递三巴路	tndisjbaluzz#序52000
羁危万里身	jiwzwjliufsp#序52000
乱山残雪夜	lrujcjxtyeud#序52000
乱山残雪夜	lrujcjxtyeuw#序52000
孤烛异乡人	guvuyixxrfzp#序52000
渐与骨肉远	jmyugurbyrdz#序52000
转于僮仆亲	vryutspuqlil#序52000
那堪正漂泊	nakjvgpnboed#序52000
明日岁华新	mkrisvhwxlrq#序52000
几行归塞尽	jixkgvsdjlpi#序52000
念尔独何之	nmerduhevixd#序52000
暮雨相呼失	muyuxxhuuicp#序52000
暮雨相呼失	muyuxxhuuiop#序52000
暮雨相呼失	muyuxxhuuirp#序52000
寒塘欲下迟	hjthyuxwiibz#序52000
渚云低暗度	vuyydiandudg#序52000
关月冷相随	grytlgxxsvbe#序52000
未必逢矰缴	wzbifgzgjnas#序52000
孤飞自可疑	gufzzikeyizb#序52000
早被婵娟误	zcbzijjrwury#序52000
欲归临镜慵	yugvlljkysgx#序52000
承恩不在貌	igenbuzdmcav#序52000
承恩不在貌	igenbuzdmcvv#序52000
教妾若为容	jnqprowzrsxb#序52000
风暖鸟声碎	fgnrnnugsvju#序52000
日高花影重	rigchwykvsop#序52000
日高花影重	rigchwykvsrp#序52000
日高花影重	rigchwykvsap#序52000
日高花影重	rigchwykvsup#序52000
年年越溪女	nmnmytxinvpa#序52000
年年越溪女	nmnmytxinvpv#序52000
年年越溪女	nmnmytxinvra#序52000
年年越溪女	nmnmytxinvrv#序52000
相忆采芙蓉	xxyicdfursmc#序52000
清瑟怨遥夜	qkseyrycyedd#序52000
清瑟怨遥夜	qkseyrycyedw#序52000
绕弦风雨哀	rcxmfgyuaisd#序52000
绕弦风雨哀	rcxmfgyuaisw#序52000
绕弦风雨哀	rcxmfgyuaisy#序52000
孤灯闻楚角	gudgwfiujnzd#序52000
残月下章台	cjytxwvhtdds#序52000
芳草已云暮	fhccyiyymucc#序52000
芳草已云暮	fhccyiyymuco#序52000
芳草已云暮	fhccyiyymucr#序52000
故人殊未来	gurfuuwzldwa#序52000
乡书不可寄	xxuubukejiab#序52000
乡书不可寄	xxuubukejivb#序52000
秋雁又南回	qqyjybnjhvhk#序52000
移家虽带郭	yijwsvddgohe#序52000
野径入桑麻	yejkrushmalg#序52000
近种篱边菊	jlvslibmjuzc#序52000
秋来未著花	qqldwzvuhwhc#序52000
扣门无犬吠	kbmfwuqrfzfk#序52000
扣门无犬吠	kbmfwuqrfztk#序52000
欲去问西家	yuquwfxijwgb#序52000
报道山中去	bcdcujvsquft#序52000
报道山中去	bcdcujvsqutt#序52000
归来每日斜	gvldmzrixpld#序52000
送魏万之京	sswzwjvijkzd#序52000
送魏万之京	sswzwjvijkzw#序52000
寄李儋元锡	jilidjyrxibj#序52000
同题仙游观	tstixmybgrkj#序52000
同题仙游观	tstixmybgrky#序52000
空山不见人	ksujbujmrfxp#序52000
返影入深林	fjykruufllzm#序52000
复照青苔上	fuvcqktduhpl#序52000
复照青苔上	fuvcqktduhrl#序52000
复照青苔上	fuvcqktduhwl#序52000
深林人不知	ufllrfbuvidk#序52000
深林人不知	ufllrfbuvidu#序52000
山中相送罢	ujvsxxssbals#序52000
日暮掩柴扉	rimuyjidfzoh#序52000
日暮掩柴扉	rimuyjidfzrh#序52000
日暮掩柴扉	rimuyjidfzah#序52000
日暮掩柴扉	rimuyjidfzuh#序52000
春草年年绿	iyccnmnmlvfs#序52000
春草年年绿	iyccnmnmlvos#序52000
春草年年绿	iyccnmnmlvrs#序52000
王孙归不归	whsygvbugval#序52000
红豆生南国	hsdbugnjgosk#序52000
寒梅著花未	hjmzvuhwwzba#序52000
归山深浅去	gvujufqmqult#序52000
须尽丘壑美	xujlqqhemzpd#序52000
须尽丘壑美	xujlqqhemzpy#序52000
须尽丘壑美	xujlqqhemzyd#序52000
须尽丘壑美	xujlqqhemzyy#序52000
莫学武陵人	moxtwulkrfcp#序52000
暂游桃源里	zjybtcyrliol#序52000
暂游桃源里	zjybtcyrlirl#序52000
终南望余雪	vsnjwhyuxtsy#序52000
终南阴岭秀	vsnjyllkxqsh#序52000
积雪浮云端	jixtfuyydrhl#序52000
林表明霁色	llbnmkjisemd#序52000
城中增暮寒	igvszgmuhjtb#序52000
江清月近人	jxqkytjlrfdp#序52000
春眠不觉晓	iymmbujtxnfr#序52000
春眠不觉晓	iymmbujtxnor#序52000
春眠不觉晓	iymmbujtxnrr#序52000
美人卷珠帘	mzrfjrvulmdx#序52000
美人卷珠帘	mzrfjrvulmyx#序52000
深坐蹙蛾眉	ufzocueemzdm#序52000
深坐蹙蛾眉	ufzocueemzdo#序52000
深坐蹙蛾眉	ufzocueemzdu#序52000
但见泪痕湿	djjmlzhfuird#序52000
不知心恨谁	buvixlhfuvay#序52000
功盖三分国	gsgdsjffgogk#序52000
功盖三分国	gsgdsjffgolk#序52000
名成八阵图	mkigbavftuxk#序52000
江流石不转	jxlquibuvrdi#序52000
遣恨失吞吴	qmhfuitywuzk#序52000
苍苍竹林寺	chchvullsict#序52000
杳杳钟声晚	ycycvsugwjmr#序52000
荷笠带斜阳	heliddxpyhce#序52000
青山独归远	qkujdugvyrfz#序52000
青山独归远	qkujdugvyroz#序52000
青山独归远	qkujdugvyryz#序52000
泠泠七弦上	lklkqixmuhdl#序52000
静听松风寒	jktkssfghjqb#序52000
古调虽自爱	gudnsvziaiuv#序52000
今人多不弹	jlrfdobudjrg#序52000
孤云将野鹤	guyyjxyehezn#序52000
岂向人间住	qixxrfjmvuur#序52000
莫买沃洲山	momdwovbujcl#序52000
时人已知处	uirfyiviiurw#序52000
怀君属秋夜	hkjyuuqqyexd#序52000
怀君属秋夜	hkjyuuqqyexw#序52000
散步咏凉天	sjbuyslxtmwa#序52000
空山松子落	ksujssziloxc#序52000
幽人应未眠	ybrfykwzmmum#序52000
鸣筝金粟柱	mkvgjlsuvukm#序52000
素手玉房前	suubyufhqmfb#序52000
素手玉房前	suubyufhqmsb#序52000
欲得周郎顾	yudevblhgugy#序52000
时时误拂弦	uiuiwufuxmrg#序52000
三日入厨下	sjriruiuxwaa#序52000
洗手作羹汤	xiubzoggthdd#序52000
未谙姑食性	wzanguuixkax#序52000
先遣小姑尝	xmqmxnguihed#序52000
先遣小姑尝	xmqmxnguihex#序52000
先遣小姑尝	xmqmxnguihnd#序52000
先遣小姑尝	xmqmxnguihnx#序52000
昨夜裙带解	zoyeqyddjprj#序52000
今朝蟢子飞	jlvcxizifzry#序52000
铅华不可弃	qmhwbukeqijc#序52000
铅华不可弃	qmhwbukeqijd#序52000
铅华不可弃	qmhwbukeqijw#序52000
莫是藁砧归	mouigcvfgvcl#序52000
寥落古行宫	lnloguxkgsbb#序52000
宫花寂寞红	gshwjimohsbs#序52000
白头宫女在	bdtbgsnvzdpt#序52000
白头宫女在	bdtbgsnvzdpu#序52000
闲坐说玄宗	xmzouoxrzsmb#序52000
绿蚁新醅酒	lvyixlpzjqsd#序52000
红泥小火炉	hsnixnholush#序52000
晚来天欲雪	wjldtmyuxtry#序52000
能饮一杯无	ngylyibzwusa#序52000
故国三千里	gugosjqmliwl#序52000
深宫二十年	ufgseruinmdp#序52000
深宫二十年	ufgseruinmdr#序52000
一声何满子	yiughemjziaa#序52000
一声何满子	yiughemjziav#序52000
双泪落君前	uxlzlojyqmyb#序52000
向晚意不适	xxwjyibuuipz#序52000
只是近黄昏	viuijlhxhyko#序52000
只是近黄昏	viuijlhxhykr#序52000
寻隐者不遇	xyylvebuyucz#序52000
寻隐者不遇	xyylvebuyuxz#序52000
松下问童子	ssxwwftszima#序52000
松下问童子	ssxwwftszimv#序52000
只在此山中	vizdciujvskl#序52000
云深不知处	yyufbuviiuew#序52000
云深不知处	yyufbuviiusw#序52000
岭外音书绝	lkwdyluujtus#序52000
经冬复立春	jkdsfuliiysf#序52000
经冬复立春	jkdsfuliiyso#序52000
经冬复立春	jkdsfuliiysr#序52000
不敢问来人	bugjwfldrfap#序52000
打起黄莺儿	daqihxykerfp#序52000
打起黄莺儿	daqihxykertp#序52000
莫教枝上啼	mojnviuhtick#序52000
啼时惊妾梦	tiuijkqpmgkl#序52000
不得到辽西	budedclnxiaa#序52000
北斗七星高	bzdbqixkgcld#序52000
北斗七星高	bzdbqixkgclw#序52000
哥舒夜带刀	geuuyedddckg#序52000
哥舒夜带刀	geuuyedddckp#序52000
至今窥牧马	vijlkvmumaaa#序52000
至今窥牧马	vijlkvmumaav#序52000
不敢过临洮	bugjgolltcad#序52000
君家何处住	jyjwheiuvukr#序52000
妾住在横塘	qpvuzdhgthlt#序52000
停船暂借问	tkirzjjpwfrk#序52000
停船暂借问	tkirzjjpwfrm#序52000
或恐是同乡	hoksuitsxxga#序52000
或恐是同乡	hoksuitsxxgv#序52000
家临九江水	jwlljqjxuvbl#序52000
来去九江侧	ldqujqjxcear#序52000
同是长干人	tsuivhgjrfkp#序52000
生小不相识	ugxnbuxxuiny#序52000
玉阶生白露	yujpugbdluay#序52000
玉阶生白露	yujpugbdluhy#序52000
玉阶生白露	yujpugbdluwy#序52000
夜久侵罗袜	yejqqllowady#序52000
夜久侵罗袜	yejqqllowawy#序52000
却下水晶帘	qtxwuvjklmqx#序52000
玲珑望秋月	lklswhqqytwo#序52000
玲珑望秋月	lklswhqqytwy#序52000
玲珑望秋月	lklswhqqytwp#序52000
鹫翎金仆姑	jqlkjlpugunn#序52000
燕尾绣蝥弧	yjwzxqmchucg#序52000
燕尾绣蝥弧	yjwzxqmchudg#序52000
燕尾绣蝥弧	yjwzxqmchuhg#序52000
独立扬新令	duliyhxllkqr#序52000
千营共一呼	qmykgsyihupk#序52000
林暗草惊风	llanccjkfgmj#序52000
将军夜引弓	jxjyyeylgsda#序52000
将军夜引弓	jxjyyeylgsdv#序52000
将军夜引弓	jxjyyeylgsja#序52000
将军夜引弓	jxjyyeylgsjv#序52000
将军夜引弓	jxjyyeylgspa#序52000
将军夜引弓	jxjyyeylgspv#序52000
平明寻白羽	pkmkxybdyuax#序52000
没在石棱中	mzzduilgvsdl#序52000
野幕蔽琼筵	yemubiqsyjlv#序52000
羌戎贺劳旋	qxrshelcxryf#序52000
醉和金甲舞	zvhejljwwuyp#序52000
醉和金甲舞	zvhejljwwuyr#序52000
醉和金甲舞	zvhejljwwuyx#序52000
雷鼓动山川	lzgudsujiryp#序52000
嫁得瞿塘贾	jwdequthjwnx#序52000
朝朝误妾期	icicwuqpqioq#序52000
朝朝误妾期	icicwuqpqiuq#序52000
朝朝误妾期	icicwuqpqiyq#序52000
早知潮有信	zcviicybxlrr#序52000
嫁与弄潮儿	jwyunsicernp#序52000
早发白帝城	zcfabddiigrt#序52000
寄令狐郎中	jilkhulhvsbl#序52000
宿王昌龄隐居	suwhihlkyljubu#序52000
岂力能制敌欤	qilingvidiyuuq#序52000
念天地之悠悠	nmtmdiviybybxx#序52000
独怆然而泪下	duixrjerlzxwqa#序52000
四郊秋叶摵摵	sijnqqyeueueaf#序52000
四郊秋叶摵摵	sijnqqyeueueat#序52000
四郊秋叶摵摵	sijnqqyeueuekf#序52000
四郊秋叶摵摵	sijnqqyeueuekt#序52000
四郊秋叶摵摵	sijnqqyeueueuf#序52000
四郊秋叶摵摵	sijnqqyeueueut#序52000
夜归鹿门山歌	yegvlumfujgedg#序52000
夜归鹿门山歌	yegvlumfujgewg#序52000
云青青兮欲雨	yyqkqkxiyuyuea#序52000
云青青兮欲雨	yyqkqkxiyuyusa#序52000
水澹澹兮生烟	uvdjdjxiugyjlh#序52000
忽魂悸以魄动	huhyjiyipodsxl#序52000
忽魂悸以魄动	huhyjiyipodsxy#序52000
恍惊起而长嗟	hxjkqiervhjpxk#序52000
惟觉时之枕席	wzjtuivivfxixg#序52000
惟觉时之枕席	wzjtuivivfxixj#序52000
失向来之烟霞	uixxldviyjxwpy#序52000
金陵酒肆留别	jllkjqsilqbppd#序52000
金陵酒肆留别	jllkjqsilqbprd#序52000
石鱼湖上醉歌	uiyuhuuhzvgeag#序52000
乃作歌以长之	ndzogeyivhvigd#序52000
乃作歌以长之	ndzogeyivhvipd#序52000
嗟尔远道之人	jperyrdcvirfkp#序52000
题大庾岭北驿	tidayulkbzyium#序52000
破山寺后禅院	poujsihbijyrue#序52000
寄左省杜拾遗	jizougduuiyibz#序52000
听蜀僧浚弹琴	tkuusgjytjqlkw#序52000
夜泊牛渚怀古	yeponqvuhkgudu#序52000
夜泊牛渚怀古	yeponqvuhkguwu#序52000
送梓州李使君	sszivbliuijyzk#序52000
