---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wzirtmjwdb#序52000
淑气催黄鸟	uuqicvhxnndw#序52000
晴光转绿苹	qkgxvrlvpkoc#序52000
忽闻歌古调	huwfgegudnwy#序52000
归思欲沾襟	gvsiyuvjjllp#序52000
闻道黄龙戌	wfdchxlsxumw#序52000
闻道黄龙戌	wfdchxlsxuma#序52000
频年不解兵	plnmbujpbkvq#序52000
可怜闺里月	kelmgvliytdk#序52000
长在汉家营	vhzdhjjwykpc#序52000
少妇今春意	ucfujliyyixl#序52000
良人昨夜情	lxrfzoyeqkdx#序52000
谁能将旗鼓	uvngjxqiguyu#序52000
一为取龙城	yiwzqulsigat#序52000
阳月南飞雁	yhytnjfzyjei#序52000
传闻至此回	irwfvicihvrk#序52000
我行殊未已	woxkuuwzyipv#序52000
何日复归来	herifugvldra#序52000
江静潮初落	jxjkiciulodc#序52000
林昏瘴不开	llhyvhbukdma#序52000
明朝望乡处	mkicwhxxiuow#序52000
应见陇头梅	ykjmlstbmzgm#序52000
次北固山下	cibzguujxwda#序52000
客路青山下	keluqkujxwba#序52000
行舟绿水前	xkvblvuvqmib#序52000
海日生残夜	hdriugcjyedw#序52000
江春入旧年	jxiyrujqnmdp#序52000
乡书何处达	xxuuheiudavz#序52000
归雁洛阳边	gvyjloyhbmlz#序52000
万籁此俱寂	wjldcijujiab#序52000
联步趋丹陛	lmbuqudjbiee#序52000
分曹限紫微	ffccxmziwzbi#序52000
晓随天仗入	xnsvtmvhruop#序52000
暮惹御香归	mureyuxxgvcl#序52000
白发悲花落	bdfabzhwlopc#序52000
青云羡鸟飞	qkyyxmnnfzfv#序52000
圣朝无阙事	ugicwuqtuiya#序52000
自觉谏书稀	zijtjmuuxiph#序52000
吾爱孟夫子	wuaimgfuziwv#序52000
风流天下闻	fglqtmxwwfjm#序52000
红颜弃轩冕	hsyjqixrmmso#序52000
红颜弃轩冕	hsyjqixrmmsk#序52000
白首卧松云	bdubwossyype#序52000
醉月频中圣	zvytplvsugyy#序52000
迷花不事君	mihwbuuijyzy#序52000
高山安可仰	gcujankeyhwr#序52000
徒此揖清芬	tuciyiqkffic#序52000
渡荆门送别	dujkmfssbpdk#序52000
来从楚国游	ldcsiugoybad#序52000
月下飞天镜	ytxwfztmjkkj#序52000
青山横北郭	qkujhgbzgofw#序52000
白水绕东城	bduvrcdsigpt#序52000
此地一为别	cidiyiwzbpvk#序52000
孤蓬万里征	gupgwjlivgzi#序52000
浮云游子意	fuyyybziyidl#序52000
落日故人情	lorigurfqkcx#序52000
挥手自兹去	hvubziziquft#序52000
萧萧班马鸣	xnxnbjmamkck#序52000
蜀僧抱绿绮	uusgbclvqiss#序52000
西下峨嵋峰	xixweemzfgae#序52000
为我一挥手	wzwoyihvubdp#序52000
如听万壑松	rutkwjhessnm#序52000
客心洗流水	kexlxilquvbl#序52000
余响入霜钟	yuxxruuxvsrj#序52000
不觉碧山暮	bujtbiujmuac#序52000
秋云暗几重	qqyyanjivshp#序52000
牛渚西江夜	nqvuxijxyepw#序52000
青天无片云	qktmwupmyyfe#序52000
登舟望秋月	dgvbwhqqytvk#序52000
空忆谢将军	ksyixpjxjybb#序52000
余亦能高咏	yuyinggcysrk#序52000
斯人不可闻	sirfbukewfqm#序52000
明朝挂帆去	mkicgwfjquot#序52000
枫叶落纷纷	fgyeloffffms#序52000
国破山河在	gopoujhezdku#序52000
城春草木深	igiyccmuuftd#序52000
恨别鸟惊心	hfbpnnjkxlxd#序52000
烽火连三月	fgholmsjythk#序52000
白头搔更短	bdtbscggdrpu#序52000
浑欲不胜簪	hyyubuugzjdv#序52000
今夜鄜州月	jlyefuvbytrk#序52000
闺中只独看	gvvsvidukjmu#序52000
遥怜小儿女	yclmxnernvzv#序52000
未解忆长安	wzjpyiihanab#序52000
香雾云鬟湿	xxwuyyhruihd#序52000
清辉玉臂寒	qkhvyubihjdb#序52000
何时倚虚幌	heuiyixuhxrj#序52000
双照泪痕干	uxvclzhfgjya#序52000
花隐掖垣暮	hwylyeyrmucc#序52000
啾啾栖鸟过	jqjqqinngokz#序52000
星临万户动	xkllwjhudsoe#序52000
月傍九霄多	ytbhjqxndokx#序52000
不寝听金钥	buqltkjlycaj#序52000
因风想玉珂	ylfgxxyukekw#序52000
明朝有封事	mkicybfguioa#序52000
数问夜如何	uuwfyeruhemr#序52000
此道昔归顺	cidcxigvuyvi#序52000
西郊胡正繁	xijnhuvgfjap#序52000
至今残破胆	vijlcjpodjao#序52000
应有未招魂	ykybwzvchyge#序52000
近得归京邑	jldegvjkyizk#序52000
移官岂至尊	yigrqivizyhb#序52000
无才日衰老	wucdriuklcal#序52000
驻马望千门	vumawhqmmfmd#序52000
月夜忆舍弟	ytyeyiuedikb#序52000
戌鼓断人行	xugudrrfxkwi#序52000
戌鼓断人行	xugudrrfxkai#序52000
秋边一雁声	qqbmyiyjughu#序52000
露从今夜白	lucsjlyebdyp#序52000
月是故乡明	ytuiguxxmkko#序52000
寄书长不达	jiuuvhbudabz#序52000
况乃未休兵	kxndwzxqbkdq#序52000
天末怀李白	tmmohklibdap#序52000
凉风起天末	lxfgqitmmoda#序52000
君子意如何	jyziyiruheyr#序52000
鸿雁几时到	hsyjjiuidcda#序52000
江湖秋水多	jxhuqquvdodx#序52000
文章憎命达	wfvhzgmkdawz#序52000
魑魅喜人过	iimzxirfgogz#序52000
应共冤魂语	ykgsyrhyyugy#序52000
投诗赠汨罗	tbuizgmilofs#序52000
远送从此别	yrsscscibpzk#序52000
青山空复情	qkujksfuqkfx#序52000
几时杯重把	jiuibzvsbapf#序52000
昨夜月同行	zoyeyttshhoi#序52000
列郡讴歌惜	lpjyougexidx#序52000
三朝出入荣	sjiciurursac#序52000
江村独归处	jxcydugviudw#序52000
寂寞养残生	jimoyhcjugbp#序52000
别房太尉墓	bpfhtdwzmukc#序52000
他乡复行役	taxxfuxkyiri#序52000
驻马别孤坟	vumabpguffmt#序52000
近泪无干土	jllzwugjtuzu#序52000
低空有断云	diksybdryyre#序52000
对棋陪谢傅	dvqipzxpfuyr#序52000
把剑觅徐君	bajmmixujyfy#序52000
唯见林花落	wzjmllhwlokc#序52000
莺啼送客闻	yktisskewfcm#序52000
细草微风岸	xiccwzfganse#序52000
危樯独夜舟	wzqxduyevbdp#序52000
星垂平野阔	xkivpkyekoom#序52000
月涌大江流	ytysdajxlqkd#序52000
名岂文章著	mkqiwfvhvuxc#序52000
官应老病休	gryklcbkxqbr#序52000
飘飘何所似	pnpnhesouixr#序52000
天地一沙鸥	tmdiyiuaouak#序52000
昔闻洞庭水	xiwfdstkuvcl#序52000
今上岳阳楼	jluhytyhlbrm#序52000
吴楚东南坼	wuiudsnjiekt#序52000
乾坤日夜浮	qmkyriyefuud#序52000
亲朋无一字	qlpgwuyizilb#序52000
老病有孤舟	lcbkybguvblp#序52000
戎马关山北	rsmagrujbzgl#序52000
凭轩涕泗流	pkxrtisilqrd#序52000
寒山转苍翠	hjujvrchcvbx#序52000
秋水日潺湲	qquvriijyrhd#序52000
倚杖柴门外	yivhidmfwdrx#序52000
临风听暮蝉	llfgtkmuijli#序52000
渡头余落日	dutbyuloridk#序52000
墟里上孤烟	xuliuhguyjth#序52000
复值接舆醉	fuvijpyuzvpy#序52000
狂歌五柳前	kxgewulqqmqb#序52000
空山新雨后	ksujxlyuhbbp#序52000
天气晚来秋	tmqiwjldqqah#序52000
明月松间照	mkytssjmvcoo#序52000
清泉石上流	qkqruiuhlqdd#序52000
竹喧归浣女	vuxrgvhrnvpv#序52000
莲动下渔舟	lmdsxwyuvbcp#序52000
随意春芳歇	svyiiyfhxpeo#序52000
王孙自可留	whsyzikelqap#序52000
清川带长薄	qkirddvhbcdc#序52000
车马去闲闲	iemaquxmxmam#序52000
流水如有意	lquvruybyidl#序52000
暮禽相与还	muqlxxyuhdcz#序52000
荒城临古渡	hxigllguducd#序52000
落日满秋山	lorimjqqujcl#序52000
迢递嵩高下	tndissgcxwza#序52000
归来且闭关	gvldqpbigrlb#序52000
太乙近天都	tdyijltmdbdl#序52000
连山到海隅	lmujdchdyuze#序52000
白云回望合	bdyyhvwhhepr#序52000
青霭入看无	qkairukjwufa#序52000
分野中峰变	ffyevsfgbmbw#序52000
阴晴众壑殊	ylqkvsheuued#序52000
欲投人处宿	yutbrfiusubb#序52000
隔水问樵夫	geuvwfqnfuea#序52000
晚年惟好静	wjnmwzhcjkof#序52000
万事不关心	wjuibugrxlad#序52000
自顾无长策	ziguwuihcepv#序52000
空知返旧林	ksvifjjqllbm#序52000
松风吹解带	ssfgivjpddmf#序52000
山月照弹琴	ujytvctjqllw#序52000
君问穷通理	jywfqstsliyw#序52000
渔歌入浦深	yugerupuufdd#序52000
不知香积寺	buvixxjisiat#序52000
数里入云峰	uuliruyyfgme#序52000
古木无人径	gumuwurfjkui#序52000
深山何处钟	ufujheiuvsdj#序52000
泉声咽危石	qrugyjwzuiba#序52000
日色冷青松	riselgqksskm#序52000
薄暮空潭曲	bomukstjqucl#序52000
安禅制毒龙	anijvidulsbu#序52000
万壑树参天	wjheuucjtmaa#序52000
千山响杜鹃	qmujxxdujrpk#序52000
山中一夜雨	ujvsyiyeyula#序52000
树杪百重泉	uumnbdvsqrmb#序52000
汉女输橦布	hjnvuutsbudu#序52000
巴人讼芋田	barfssyutmsk#序52000
巴人讼芋田	barfssyutmvk#序52000
文翁翻教授	wfwgfjjnubwf#序52000
不敢倚先贤	bugjyixmxmal#序52000
楚塞三湘接	iusdsjxxjpmf#序52000
荆门九派通	jkmfjqpdtscz#序52000
江流天地外	jxlqtmdiwddx#序52000
山色有无中	ujseybwuvsll#序52000
郡邑浮前浦	jyyifuqmpuyd#序52000
波澜动远空	boljdsyrksdb#序52000
襄阳好风日	xxyhhcfgriwk#序52000
留醉与山翁	lqzvyuujwgpb#序52000
中岁颇好道	vssvpohcdclz#序52000
晚家南山陲	wjjwnjujivoe#序52000
兴来每独往	xkldmzduwhxi#序52000
胜事空自知	uguiksziviou#序52000
行到水穷处	xkdcuvqsiuiw#序52000
偶然值林叟	ourjvillsbrp#序52000
谈笑无还期	tjxnwuhdqiyq#序52000
八月湖水平	baythuuvpkpa#序52000
涵虚混太清	hjxuhytdqkdd#序52000
气蒸云梦泽	qivgyymgzepd#序52000
波撼岳阳城	bohjytyhigdt#序52000
欲济无舟楫	yujiwuvbjibm#序52000
端居耻圣明	drjuiiugmklo#序52000
坐观垂钓者	zogrivdnverl#序52000
徒有羡鱼情	tuybxmyuqkix#序52000
人事有代谢	rfuiybddxppy#序52000
往来成古今	whldiggujlir#序52000
江山留胜迹	jxujlqugjidz#序52000
我辈复登临	wobzfudgllpl#序52000
水落鱼梁浅	uvloyulxqmld#序52000
天寒梦泽深	tmhjmgzeufad#序52000
羊公碑尚在	yhgsbzuhzdbu#序52000
读罢泪沾巾	dubalzvjjlyl#序52000
林卧愁春尽	llwoibiyjlmi#序52000
搴帷见物华	qmwzjmwuhwbr#序52000
忽逢青鸟使	hufgqknnuiwr#序52000
邀入赤松家	ycruiissjwzb#序52000
金灶初开火	jlzciukdhord#序52000
仙桃正发花	xmtcvgfahwrc#序52000
童颜若可驻	tsyjrokevulm#序52000
何惜醉流霞	hexizvlqxwry#序52000
岁暮归南山	svmugvnjujel#序52000
北阙休上书	bzqtxquhuulv#序52000
南山归敝庐	njujgvbiluug#序52000
不才明主弃	bucdmkvuqiaw#序52000
多病故人疏	dobkgurfuuxv#序52000
白发催年老	bdfacvnmlcpl#序52000
青阳逼岁除	qkyhbisviufe#序52000
永怀愁不寐	yshkibbumzdb#序52000
松月夜窗虚	ssytyeixxumh#序52000
故人具鸡黍	gurfjujiuuuh#序52000
邀我至田家	ycwovitmjwzb#序52000
绿树村边合	lvuucybmhesr#序52000
青山郭外斜	qkujgowdxpfr#序52000
开轩面场圃	kdxrmmihpuak#序52000
把酒话桑麻	bajqhwshmafg#序52000
待到重阳日	dddcisyhriik#序52000
还来就菊花	hdldjqjuhwzc#序52000
一丘常欲卧	yiqqihyuwoai#序52000
三径苦无资	sjjkkuwuziad#序52000
北土非吾愿	bztufzwuyrli#序52000
东林怀我师	dsllhkwouial#序52000
黄金燃桂尽	hxjlrjgvjlci#序52000
壮志逐年衰	vxvivunmukdw#序52000
日夕凉风至	rixilxfgvika#序52000
闻蝉但益悲	wfijdjyibzmf#序52000
山暝听猿愁	ujmktkyriblh#序52000
沧江急夜流	chjxjiyelqdd#序52000
风鸣两岸叶	fgmklxanyejk#序52000
月照一孤舟	ytvcyiguvbkp#序52000
建德非吾土	jmdefzwutuzu#序52000
维扬忆旧游	wzyhyijqybsd#序52000
还将两行泪	hdjxlxxklzzd#序52000
遥寄海西头	ycjihdxitbzd#序52000
寂寂竟何待	jijijkheddbi#序52000
朝朝空自归	icickszigvul#序52000
欲寻芳草去	yuxyfhccqubt#序52000
惜与故人违	xiyugurfwzxz#序52000
当路谁相假	dhluuvxxjwxr#序52000
知音世所稀	viyluisoxiuh#序52000
只应守寂寞	viykubjimokb#序52000
还掩故园扉	hdyjguyrfzzh#序52000
木落雁南渡	muloyjnjduud#序52000
木落雁南渡	muloyjnjduad#序52000
北风江上寒	bzfgjxuhhjlb#序52000
我家襄水曲	wojwxxuvqupl#序52000
遥隔楚云端	ycgeiuyydrzl#序52000
乡泪客中尽	xxlzkevsjlvi#序52000
孤帆天际看	gufjtmjikjzu#序52000
迷津欲有问	mijlyuybwfzm#序52000
平海夕漫漫	pkhdximjmjad#序52000
古台摇落后	gutdyclohbup#序52000
秋入望乡心	qqruwhxxxlhd#序52000
野寺来人少	yesildrfuclx#序52000
云峰隔水深	yyfggeuvufed#序52000
夕阳依旧垒	xiyhyijqlzps#序52000
寒磬满空林	hjqkmjksllbm#序52000
惆怅南朝事	ibihnjicuixa#序52000
长江独自今	ihjxduzijlpr#序52000
流落征南将	lqlovgnjjxdd#序52000
曾驱十万师	cgquuiwjuibl#序52000
罢官无旧业	bagrwujqyesl#序52000
老去恋明时	lcqulmmkuilo#序52000
独立三边静	dulisjbmjkqf#序52000
轻生一剑知	qkugyijmviiu#序52000
茫茫江汉上	mhmhjxhjuhcl#序52000
日暮欲何之	rimuyuhevikd#序52000
望君烟水阔	whjyyjuvkowm#序52000
浑手泪沾巾	hyublzvjjldl#序52000
飞鸟没何处	fznnmzheiuvw#序52000
青山空向人	qkujksxxrffp#序52000
长江一帆远	ihjxyifjyrpz#序52000
落日五湖春	loriwuhuiycf#序52000
谁见汀洲上	uvjmtkvbuhyl#序52000
相思愁白苹	xxsiibbdpkmc#序52000
一路经行处	yilujkxkiuaw#序52000
莓苔见屐痕	mztdjmjihfcb#序52000
白云依静渚	bdyyyijkvupd#序52000
芳草闭闲门	fhccbixmmfcd#序52000
过雨看松色	goyukjsssezd#序52000
随山到水源	svujdcuvyred#序52000
溪花与禅意	xihwyuijyidl#序52000
相对亦忘言	xxdvyiwhyjmw#序52000
乡心新岁切	xxxlxlsvqpvq#序52000
天畔独潸然	tmpjduujrjap#序52000
老至居人下	lcvijurfxwla#序52000
春归在客先	iygvzdkexmfn#序52000
岭猿同旦暮	lkyrtsdjmuec#序52000
江柳共风烟	jxlqgsfgyjdh#序52000
已似长沙傅	yiuiihuafuvr#序52000
从今又几年	csjlybjinmrp#序52000
送僧归日本	sssggvribfza#序52000
上国随缘住	uhgosvyrvulr#序52000
来途若梦行	ldturomgxkai#序52000
浮天沧海远	futmchhdyrdz#序52000
去世法舟轻	quuifavbqkti#序52000
水月通禅寂	uvyttsijjilb#序52000
鱼龙听梵声	yulstkfjugdu#序52000
惟怜一灯影	wzlmyidgykxo#序52000
万里眼中明	wjliyjvsmkao#序52000
泉壑带茅茨	qrheddmccibc#序52000
云霞生薜帷	yyxwugbiwzej#序52000
竹怜新雨后	vulmxlyuhbpp#序52000
山爱夕阳时	ujaixiyhuilo#序52000
闲鹭栖常早	xmluqiihzcmo#序52000
秋花落更迟	qqhwloggiihz#序52000
家僮扫罗径	jwtssclojkbi#序52000
昨与故人期	zoyugurfqioq#序52000
江汉曾为客	jxhjcgwzkedb#序52000
相逢每醉还	xxfgmzzvhdmz#序52000
浮云一别后	fuyyyibphbdp#序52000
流水十年间	lquvuinmjmdm#序52000
欢笑情如旧	hrxnqkrujqyl#序52000
萧疏鬓已斑	xnuublyibjcw#序52000
何因北归去	heylbzgvqurt#序52000
淮上对秋山	hkuhdvqqujdl#序52000
楚江微雨里	iujxwzyuliml#序52000
建业暮钟时	jmyemuvsuizo#序52000
漠漠帆来重	momofjldvsdp#序52000
冥冥鸟去迟	mkmknnquiibz#序52000
海门深不见	hdmfufbujmdk#序52000
浦树远含滋	puuuyrhjzidd#序52000
相送情无限	xxssqkwuxmme#序52000
沾襟比散丝	vjjlbisjsidv#序52000
长簟迎风早	vhdmykfgzcpo#序52000
空城澹月华	ksigdjythwbr#序52000
星河秋一雁	xkheqqyiyjoi#序52000
砧杵夜千家	vfiuyeqmjwub#序52000
节候看应晚	jphbkjykwjco#序52000
心期卧已赊	xlqiwoyiuedk#序52000
向来吟秀句	xxldylxqjupb#序52000
不觉已鸣鸦	bujtyimkyaay#序52000
道由白云尽	dcybbdyyjlzi#序52000
春与清溪长	iyyuqkxivhfp#序52000
时有落花至	uiyblohwvioa#序52000
远随流水香	yrsvlquvxxzh#序52000
闲门向山路	xmmfxxujlumz#序52000
深柳读书堂	uflqduuuthdx#序52000
幽映每白日	ybykmzbdriek#序52000
清辉照衣裳	qkhvvcyiuhdx#序52000
天秋月又满	tmqqytybmjad#序52000
城阙夜千重	igqtyeqmvstp#序52000
还作江南会	hdzojxnjhvzr#序52000
翻疑梦里逢	fjyimglifgpz#序52000
风枝惊暗鹊	fgvijkanqtjc#序52000
露草覆寒虫	luccfuhjisyv#序52000
羁旅长堪醉	jilvvhkjzvsy#序52000
相留畏晓钟	xxlqwzxnvsmj#序52000
故关衰草遍	gugrukccbmuz#序52000
离别正堪悲	libpvgkjbzwf#序52000
路出寒云外	luiuhjyywdzx#序52000
人归暮雪时	rfgvmuxtuipo#序52000
少孤为客早	ucguwzkezcxo#序52000
多难识君迟	donjuijyiixz#序52000
掩泣空相向	yjqiksxxxxfp#序52000
风尘何所期	fgifhesoqijq#序52000
十年离乱后	uinmlilrhbap#序52000
长大一相逢	vhdayixxfgpz#序52000
问姓惊初见	wfxkjkiujmmk#序52000
称名忆旧容	igmkyijqrshb#序52000
别来沧海事	bpldchhduika#序52000
语罢暮天钟	yubamutmvsyj#序52000
明日巴陵道	mkribalkdcoz#序52000
秋山又几重	qqujybjivshp#序52000
故人江海别	gurfjxhdbpuk#序52000
几度隔山川	jidugeujirpp#序52000
乍见翻疑梦	vajmfjyimgpm#序52000
相悲各问年	xxbzgewfnmmp#序52000
孤灯寒照雨	gudghjvcyuza#序52000
深竹暗浮烟	ufvuanfuyjdh#序52000
更有明朝恨	ggybmkichfax#序52000
离杯惜共传	libzxigsirwr#序52000
静夜四无邻	jkyesiwullfr#序52000
荒居旧业贫	hxjujqyeplcb#序52000
雨中黄叶树	yuvshxyeuuam#序52000
灯下白头人	dgxwbdtbrfhp#序52000
以我独沉久	yiwoduifjqvp#序52000
愧君相见频	kvjyxxjmplxv#序52000
平生自有分	pkugziybffab#序52000
况是霍家亲	kxuihojwqldl#序52000
世乱同南去	uilrtsnjquat#序52000
时清独北还	uiqkdubzhdoz#序52000
他乡生白发	taxxugbdfarv#序52000
旧国见青山	jqgojmqkujll#序52000
晓月过残垒	xnytgocjlzos#序52000
繁星宿故关	fjxksugugrpb#序52000
寒禽与衰草	hjqlyuukccbc#序52000
处处伴愁颜	iuiubjibyjwi#序52000
天地英雄气	tmdiykxsqiap#序52000
千秋尚凛然	qmqquhllrjpp#序52000
势分三足鼎	uiffsjzudkfo#序52000
业复五铢钱	yefuwuvuqmlj#序52000
得相能开国	dexxngkdgoik#序52000
生儿不象贤	ugerbuxxxmpl#序52000
凄凉蜀故妓	qilxuugujidn#序52000
来舞魏宫前	ldwuwzgsqmab#序52000
前年戌月支	qmnmxuytvibu#序52000
城下没全师	igxwmzqruitl#序52000
蕃汉断消息	fjhjdrxnxicz#序52000
死生长别离	siugvhbplidw#序52000
无人收废帐	wurfubfzvhaj#序52000
归马识残旗	gvmauicjqilf#序52000
欲祭疑君在	yujiyijyzdbu#序52000
天涯哭此时	tmyakuciuiao#序52000
离离原上草	liliyruhccwc#序52000
一岁一枯荣	yisvyikursac#序52000
旅馆无良伴	lvgrwulxbjfr#序52000
凝情自悄然	nkqkziqnrjdp#序52000
寒灯思旧事	hjdgsijquiba#序52000
断雁警愁眠	dryjjkibmmmo#序52000
远梦归侵晓	yrmggvqlxnzo#序52000
家书到隔年	jwuudcgenmbp#序52000
沧江好烟月	chjxhcyjytdk#序52000
门系钓鱼船	mfxidnyuirdv#序52000
红叶晚萧萧	hsyewjxnxnsc#序52000
长亭酒一瓢	ihtkjqyipnpx#序52000
残云归太华	cjyygvtdhwdr#序52000
疏雨过中条	uuyugovstnvw#序52000
树色随关迥	uusesvgrjsmz#序52000
河声入海遥	heugruhdycdz#序52000
帝乡明日到	dixxmkridcwa#序52000
犹自梦渔樵	ybzimgyuqnqm#序52000
遥夜泛清瑟	ycyefjqksezw#序52000
西风生翠萝	xifgugcvloac#序52000
残萤栖玉露	cjykqiyuludy#序52000
早雁拂金河	zcyjfujlheod#序52000
高树晓还密	gcuuxnhdmiwb#序52000
远山晴更多	yrujqkggdozx#序52000
淮南一叶下	hknjyiyexwda#序52000
自觉洞庭波	zijtdstkbopd#序52000
本以高难饱	bfyigcnjbcau#序52000
徒劳恨费声	tulchffzugiu#序52000
五更疏欲断	wugguuyudram#序52000
一树碧无情	yiuubiwuqkax#序52000
薄宦梗犹泛	bchrggybfjcd#序52000
故园芜已平	guyrwuyipkua#序52000
烦君最相警	fjjyzvxxjkhc#序52000
我亦举家清	woyijujwqkpd#序52000
凄凉宝剑篇	qilxbcjmpmdv#序52000
羁泊欲穷年	jipoyuqsnmsp#序52000
黄叶仍风雨	hxyergfgyuca#序52000
青楼自管弦	qklbzigrxmfg#序52000
新知遭薄俗	xlvizcbcsulr#序52000
旧好隔良缘	jqhcgelxyrls#序52000
心断新丰酒	xldrxlfgjqdd#序52000
销愁又几千	xnibybjiqmjp#序52000
高阁客竟去	gcgekejkquwt#序52000
小园花乱飞	xnyrhwlrfzlv#序52000
参差连曲陌	cfcilmqumose#序52000
迢递送斜晖	tndissxphvzo#序52000
肠断未忍扫	ihdrwzrfscof#序52000
眼穿仍欲归	yjirrgyugvol#序52000
芳心向春尽	fhxlxxiyjlci#序52000
所得是沾衣	sodeuivjyipw#序52000
客去波平槛	kequbopkkjbm#序52000
蝉休露满枝	ijxqlumjviim#序52000
永怀当此节	yshkdhcijpdc#序52000
倚立自移时	yiliziyiuiro#序52000
北斗兼春远	bzdbjmiyyrlz#序52000
南陵寓使迟	njlkyuuiiiuz#序52000
天涯占梦数	tmyavjmguuam#序52000
疑误有新知	yiwuybxlvibu#序52000
残阳西入崦	cjyhxiruyjde#序52000
茅屋访孤僧	mcwufhgusgcr#序52000
落叶人何在	loyerfhezdcu#序52000
寒云路几层	hjyylujicgbu#序52000
独敲初夜磬	duqniuyeqkqu#序52000
闲倚一枝藤	xmyiyivitgmc#序52000
世界微尘里	uijpwziflial#序52000
吾宁爱与憎	wunkaiyuzgwx#序52000
荒戌落黄叶	hxxulohxyeck#序52000
浩然离故关	hcrjligugrdb#序52000
高风汉阳渡	gcfghjyhduwd#序52000
初日郢门山	iuriykmfujpl#序52000
江上几人在	jxuhjirfzddu#序52000
天涯孤棹还	tmyaguvchdaz#序52000
何当重相见	hedhvsxxjmrk#序52000
樽酒慰离颜	zyjqwzliyjmi#序52000
灞原风雨定	bayrfgyudkdb#序52000
晚见雁行频	wjjmyjhhplov#序52000
落叶他乡树	loyetaxxuucm#序52000
寒灯独夜人	hjdgduyerfbp#序52000
空园白露滴	ksyrbdludibd#序52000
孤壁野僧邻	gubiyesgllzr#序52000
寄卧郊扉久	jiwojnfzjqbp#序52000
何年致此身	henmviciufrp#序52000
露气寒光集	luqihjgxjiyr#序52000
微阳下楚丘	wzyhxwiuqqip#序52000
猿啼洞庭树	yrtidstkuuqm#序52000
人在木兰舟	rfzdmuljvbpp#序52000
广泽生明月	gxzeugmkytdk#序52000
广泽生明月	gxzeugmkytwk#序52000
苍山夹乱流	chujjwlrlqcd#序52000
云中君不见	yyvsjybujmek#序52000
竟夕自悲秋	jkxizibzqqlh#序52000
调角断清秋	dnjndrqkqqyh#序52000
征人倚戌楼	vgrfyixulbim#序52000
春风对青冢	iyfgdvqkvsfb#序52000
白日落梁州	bdrilolxvbpd#序52000
大漠无兵阻	damowubkzuue#序52000
穷边有客游	qsbmybkeybbd#序52000
蕃情似此水	fjqkuiciuvcl#序52000
长愿向南流	vhyrxxnjlqpd#序52000
迢递三巴路	tndisjbaluzz#序52000
羁危万里身	jiwzwjliufsp#序52000
乱山残雪夜	lrujcjxtyeqw#序52000
孤烛异乡人	guvuyixxrfzp#序52000
渐与骨肉远	jmyugurbyrdz#序52000
转于僮仆亲	vryutspuqlil#序52000
那堪正漂泊	nakjvgpnbovd#序52000
明日岁华新	mkrisvhwxlol#序52000
几行归塞尽	jixkgvsdjlpi#序52000
念尔独何之	nmerduhevird#序52000
暮雨相呼失	muyuxxhuuicp#序52000
寒塘欲下迟	hjthyuxwiibz#序52000
渚云低暗度	vuyydiandudg#序52000
关月冷相随	grytlgxxsvbe#序52000
未必逢矰缴	wzbifgzgjnas#序52000
孤飞自可疑	gufzzikeyizb#序52000
早被婵娟误	zcbzijjrwuoy#序52000
欲归临镜慵	yugvlljkysbx#序52000
承恩不在貌	igenbuzdmcvv#序52000
教妾若为容	jnqprowzrslb#序52000
风暖鸟声碎	fgnrnnugsvju#序52000
日高花影重	rigchwykvskp#序52000
年年越溪女	nmnmytxinvpv#序52000
相忆采芙蓉	xxyicdfursmc#序52000
清瑟怨遥夜	qkseyrycyedw#序52000
绕弦风雨哀	rcxmfgyuaisw#序52000
孤灯闻楚角	gudgwfiujnzd#序52000
残月下章台	cjytxwvhtdds#序52000
芳草已云暮	fhccyiyymucc#序52000
故人殊未来	gurfuuwzldua#序52000
乡书不可寄	xxuubukejivb#序52000
秋雁又南回	qqyjybnjhvhk#序52000
移家虽带郭	yijwsvddgohw#序52000
野径入桑麻	yejkrushmalg#序52000
近种篱边菊	jlvslibmjuzc#序52000
秋来未著花	qqldwzvuhwhc#序52000
扣门无犬吠	kbmfwuqrfzfk#序52000
欲去问西家	yuquwfxijwbb#序52000
报道山中去	bcdcujvsquft#序52000
归来每日斜	gvldmzrixplr#序52000
送魏万之京	sswzwjvijkzw#序52000
寄李儋元锡	jilidjyrxibj#序52000
同题仙游观	tstixmybgrky#序52000
空山不见人	ksujbujmrfbp#序52000
返影入深林	fjykruufllzm#序52000
复照青苔上	fuvcqktduhpl#序52000
深林人不知	ufllrfbuvidu#序52000
山中相送罢	ujvsxxssbals#序52000
日暮掩柴扉	rimuyjidfzkh#序52000
春草年年绿	iyccnmnmlvfs#序52000
王孙归不归	whsygvbugval#序52000
红豆生南国	hsdbugnjgosk#序52000
寒梅著花未	hjmzvuhwwzba#序52000
归山深浅去	gvujufqmqult#序52000
须尽丘壑美	xujlqqhemzpy#序52000
莫学武陵人	moxtwulkrfcp#序52000
暂游桃源里	zjybtcyrliil#序52000
终南望余雪	vsnjwhyuxtsy#序52000
终南阴岭秀	vsnjyllkxqsh#序52000
积雪浮云端	jixtfuyydrhl#序52000
林表明霁色	llbnmkjisemd#序52000
城中增暮寒	igvszgmuhjtb#序52000
江清月近人	jxqkytjlrfdp#序52000
春眠不觉晓	iymmbujtxnfo#序52000
